MX.5P_brkpt,MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
19.6,10.21,106.07,5.98,6.73,2.02,0.36,0.12,1.64,27.76,0.22,10
13.12,7.63,106.07,6.28,8.03,1.86,0.22,0.09,1.64,27.76,0.22,11
18,9.6,106.07,5.41,6.13,1.28,0.28,0.09,1.64,27.76,0.22,12
7.09,4.12,72.08,3.7,5.54,2.87,0.41,0.19,201.24,42.76,997.44,1
6.1,3.98,72.08,3.51,5.26,1.94,0.46,0.23,201.24,42.76,997.44,2
11.72,6.99,72.08,5.66,7.44,2.01,0.4,0.24,201.24,42.76,997.44,3
16.06,8.77,72.08,7.49,9.92,2.5,0.58,0.31,201.24,42.76,997.44,4
21.93,12.13,72.08,5.97,7.84,2.21,0.45,0.33,201.24,42.76,997.44,5
41.01,21.08,72.08,9.54,13.66,2.63,0.47,0.3,201.24,42.76,997.44,6
34.18,17.5,72.08,8.36,10.31,1.72,0.4,0.22,201.24,42.76,997.44,7
26.79,14.87,72.08,6.96,11.29,4.3,0.46,0.31,201.24,42.76,997.44,8
19.57,10.28,72.08,5.04,8.04,3.3,0.5,0.3,201.24,42.76,997.44,9
15.9,8.83,72.08,6.77,9.27,2.18,0.49,0.29,201.24,42.76,997.44,10
8,4.84,72.08,4.64,5.87,1.61,0.44,0.22,201.24,42.76,997.44,11
6.28,3.85,72.08,4.83,6.71,3.08,0.45,0.27,201.24,42.76,997.44,12
6.68,4.73,53.06,4.89,5.9,1.79,0.61,0.24,6.1,47.49,11.08,1
4.99,3.41,53.06,4.17,5.3,2.73,0.58,0.31,6.1,47.49,11.08,2
6.56,3.95,53.06,4.44,5.73,2.99,0.63,0.38,6.1,47.49,11.08,3
6.22,3.77,53.06,3.21,3.76,2.31,0.55,0.32,6.1,47.49,11.08,4
5.47,3.5,53.06,2.89,4.33,3.22,0.46,0.2,6.1,47.49,11.08,5
5.43,3.45,53.06,3.1,3.39,1.45,0.41,0.16,6.1,47.49,11.08,6
3.49,1.58,53.06,2.2,4.47,4.1,0.31,0.07,6.1,47.49,11.08,7
4.25,2.29,53.06,3.84,5.72,1.99,0.37,0.09,6.1,47.49,11.08,8
5.76,3.69,53.06,3.28,5.04,3.87,0.44,0.17,6.1,47.49,11.08,9
6.5,4.54,53.06,4.66,6,2.06,0.66,0.26,6.1,47.49,11.08,10
8.18,5.39,53.06,4.65,5.52,2.08,0.61,0.34,6.1,47.49,11.08,11
5.41,4.07,53.06,5.15,8.17,3.57,0.62,0.25,6.1,47.49,11.08,12
10.35,5.86,73.61,7.87,12.94,6.16,0.57,0.23,32.69,40.08,32.57,1
5.85,2.93,73.61,3.31,3.54,1.76,0.47,0.14,32.69,40.08,32.57,2
6.76,3.89,73.61,6.18,8.76,1.85,0.58,0.16,32.69,40.08,32.57,3
8.63,4.98,73.61,4.89,5.67,1.51,0.57,0.17,32.69,40.08,32.57,4
13.89,7.03,73.61,8.07,9.8,1.87,0.53,0.18,32.69,40.08,32.57,5
15.43,8.37,73.61,7.21,13.22,4.71,0.59,0.21,32.69,40.08,32.57,6
24,11.67,73.61,8.1,8.23,1.3,0.49,0.18,32.69,40.08,32.57,7
21.51,11.2,73.61,6.74,8.99,2.2,0.4,0.16,32.69,40.08,32.57,8
20.72,12.19,73.61,10.72,12.75,1.42,0.69,0.2,32.69,40.08,32.57,9
11.11,7.47,73.61,6.63,10.22,3.01,0.46,0.16,32.69,40.08,32.57,10
7.63,4.67,73.61,6.38,7.92,2.58,0.58,0.24,32.69,40.08,32.57,11
6.44,4.41,73.61,6.32,7.88,2.37,0.62,0.2,32.69,40.08,32.57,12
0.99,0.71,41.11,0.98,1.01,1.45,0.29,0.07,1278.34,42.06,1445.11,1
1.86,1.36,41.11,1.44,1.75,2.93,0.33,0.15,1278.34,42.06,1445.11,2
3.86,2.42,41.11,2.8,4.3,2.16,0.27,0.14,1278.34,42.06,1445.11,3
7.13,4.09,41.11,4.55,5.58,2.01,0.51,0.22,1278.34,42.06,1445.11,4
19.93,9.38,41.11,6.03,8.41,2.32,0.53,0.28,1278.34,42.06,1445.11,5
19.26,9.36,41.11,4.65,6.51,1.96,0.5,0.22,1278.34,42.06,1445.11,6
25.96,13.44,41.11,5.75,6.96,2.27,0.57,0.21,1278.34,42.06,1445.11,7
14.72,6.98,41.11,3.32,5.69,3.08,0.54,0.17,1278.34,42.06,1445.11,8
6.09,4.64,41.11,2.76,3.39,2.17,0.49,0.15,1278.34,42.06,1445.11,9
4.78,2.94,41.11,3.98,5.8,3.24,0.43,0.14,1278.34,42.06,1445.11,10
2.3,1.5,41.11,2.14,3.21,3.14,0.29,0.1,1278.34,42.06,1445.11,11
1.27,0.86,41.11,1.37,1.55,2.53,0.23,0.1,1278.34,42.06,1445.11,12
1.07,0.81,56.42,0.99,0.9,1.88,0.15,0.1,212.67,44.93,1170.05,1
2.96,2.15,56.42,2.9,3.78,2.06,0.12,0.11,212.67,44.93,1170.05,2
6.17,4.02,56.42,4.11,5.49,2.58,0.37,0.18,212.67,44.93,1170.05,3
11.61,6.87,56.42,5.36,5.87,1.42,0.4,0.27,212.67,44.93,1170.05,4
18.81,10.33,56.42,6.67,7.96,1.58,0.4,0.26,212.67,44.93,1170.05,5
23.75,13.29,56.42,8,10.67,2.18,0.33,0.3,212.67,44.93,1170.05,6
26.81,13.86,56.42,7.94,10.78,2.09,0.22,0.24,212.67,44.93,1170.05,7
36.28,18.26,56.42,9.86,11.57,1.65,0.38,0.23,212.67,44.93,1170.05,8
22.33,12.59,56.42,7.16,11.46,2.9,0.33,0.22,212.67,44.93,1170.05,9
12.4,7.15,56.42,6.36,7.84,1.95,0.38,0.19,212.67,44.93,1170.05,10
4.84,3.34,56.42,4.73,7.26,2.29,0.36,0.11,212.67,44.93,1170.05,11
3.13,2.42,56.42,2.86,3.44,2.91,0.29,0.13,212.67,44.93,1170.05,12
1.13,0.76,20.08,1.33,1.05,1.08,0.2,0.09,1277.74,43.97,1176.68,1
1.2,0.71,20.08,1.23,1.54,2.7,0.14,0.08,1277.74,43.97,1176.68,2
2.34,1.48,20.08,2.32,3.17,2.63,0.34,0.11,1277.74,43.97,1176.68,3
3.58,2.67,20.08,2.64,3.67,2.56,0.45,0.19,1277.74,43.97,1176.68,4
6.64,3.76,20.08,3.75,4.79,2.47,0.45,0.25,1277.74,43.97,1176.68,5
5.28,2.63,20.08,2.34,2.68,1.6,0.41,0.12,1277.74,43.97,1176.68,6
3.13,1.59,20.08,1.13,1.1,1.28,0.18,0.12,1277.74,43.97,1176.68,7
3.76,1.92,20.08,2.13,4.12,4.99,0.32,0.12,1277.74,43.97,1176.68,8
4.26,2.81,20.08,3.97,5.68,2.11,0.47,0.12,1277.74,43.97,1176.68,9
7.22,3.06,20.08,3.96,4.58,2.02,0.4,0.14,1277.74,43.97,1176.68,10
2.88,1.89,20.08,3.54,4.21,2.08,0.31,0.09,1277.74,43.97,1176.68,11
0.92,0.71,20.08,1.25,1.37,2.01,0.35,0.13,1277.74,43.97,1176.68,12
9.75,5.78,71.14,11.66,15.71,2.35,0.7,0.12,31.29,38.38,26.68,1
10.54,7.06,71.14,12.71,14.01,2.08,0.66,0.15,31.29,38.38,26.68,2
8.42,5.11,71.14,7.98,10.22,1.41,0.51,0.13,31.29,38.38,26.68,3
7.87,4.4,71.14,6.92,8.49,1.24,0.35,0.09,31.29,38.38,26.68,4
5.55,2.31,71.14,4.26,4.38,1.62,0.46,0.05,31.29,38.38,26.68,5
6.84,0.94,71.14,5.44,6.34,0.96,0.4,0.02,31.29,38.38,26.68,6
2.05,0.16,71.14,1.65,0.9,0,0,0.01,31.29,38.38,26.68,7
1.4,0.21,71.14,1.12,0.75,0.53,0.25,0.01,31.29,38.38,26.68,9
10.55,5.54,71.14,8.69,17.31,4.42,0.55,0.08,31.29,38.38,26.68,10
7.51,5.21,71.14,6.24,8.73,2.41,0.4,0.14,31.29,38.38,26.68,11
7.05,4.59,71.14,7.18,9.13,3.44,0.59,0.14,31.29,38.38,26.68,12
31.43,20.57,94.24,8.52,19.8,5.53,0.47,0.24,23.62,29.62,61.11,1
21.25,10.45,94.24,5.16,7.52,1.94,0.36,0.22,23.62,29.62,61.11,2
31.1,15.89,94.24,9.79,16.27,2.45,0.4,0.22,23.62,29.62,61.11,3
51.99,30.52,94.24,14.31,30.03,4.04,0.39,0.23,23.62,29.62,61.11,4
54.78,31.18,94.24,19.62,36.94,3.9,0.47,0.17,23.62,29.62,61.11,5
37.23,21.45,94.24,10.37,14.15,2.66,0.44,0.17,23.62,29.62,61.11,6
38.63,23.78,94.24,11.36,20.99,4.36,0.44,0.21,23.62,29.62,61.11,7
45.93,27.53,94.24,16.5,29.82,3.27,0.51,0.2,23.62,29.62,61.11,8
33.07,18.01,94.24,7.7,12.66,2.79,0.38,0.2,23.62,29.62,61.11,9
26.8,13.82,94.24,9.36,19.06,3.17,0.34,0.18,23.62,29.62,61.11,10
28.79,16.11,94.24,6.81,12.13,2.89,0.37,0.18,23.62,29.62,61.11,11
25.32,14.16,94.24,6.24,10.19,2.87,0.41,0.25,23.62,29.62,61.11,12
11.93,7.67,35.33,6.34,15.29,5.5,0.38,0.17,59.87,30.78,101.22,1
14.05,8.46,35.33,6.81,14.01,3.14,0.24,0.12,59.87,30.78,101.22,2
12.5,6.81,35.33,6.05,7.83,1.73,0.35,0.13,59.87,30.78,101.22,3
24.06,10.54,35.33,8.93,13.82,2.33,0.31,0.08,59.87,30.78,101.22,4
12.15,5.95,35.33,4.41,5.77,1.8,0.4,0.07,59.87,30.78,101.22,5
36.88,18.82,35.33,8.58,14.02,3.7,0.46,0.18,59.87,30.78,101.22,6
28.52,14.24,35.33,4.52,8.5,4.12,0.37,0.2,59.87,30.78,101.22,7
30.09,15.07,35.33,5.26,11.55,5.31,0.35,0.15,59.87,30.78,101.22,8
16.14,9.2,35.33,5.55,15.78,5.29,0.37,0.13,59.87,30.78,101.22,9
9.25,4.7,35.33,2.93,4.3,2.01,0.17,0.16,59.87,30.78,101.22,10
12,6.54,35.33,4.53,6.54,1.93,0.36,0.1,59.87,30.78,101.22,11
14.08,8.64,35.33,5.59,9.04,3,0.3,0.13,59.87,30.78,101.22,12
4.63,3.15,63.61,3.49,4.66,2.25,0.4,0.18,228.61,43.77,1006.86,1
5.91,4.31,63.61,8.93,30.4,6.92,0.41,0.21,228.61,43.77,1006.86,2
8.79,5.36,63.61,5.02,6.34,1.96,0.44,0.23,228.61,43.77,1006.86,3
13.39,8.87,63.61,7.33,9.05,1.66,0.57,0.31,228.61,43.77,1006.86,4
19.44,10.55,63.61,6.48,7.57,1.77,0.42,0.31,228.61,43.77,1006.86,5
28.04,14.81,63.61,7.94,11.35,2.74,0.48,0.32,228.61,43.77,1006.86,6
29.6,15.35,63.61,6.52,9.16,2.49,0.42,0.34,228.61,43.77,1006.86,7
22.33,9.92,63.61,5.36,7.75,1.83,0.5,0.35,228.61,43.77,1006.86,8
14.73,8.05,63.61,4.91,6.63,2.45,0.47,0.3,228.61,43.77,1006.86,9
13.5,8.71,63.61,5.84,8.74,2.38,0.51,0.28,228.61,43.77,1006.86,10
6.82,4.23,63.61,4.43,6.38,2.19,0.41,0.22,228.61,43.77,1006.86,11
6.12,4.04,63.61,4.64,6.09,2.76,0.51,0.21,228.61,43.77,1006.86,12
1.13,0.89,78.42,1.71,2.35,2.64,0.35,0.11,406.38,43.16,1430.87,1
3.35,2.38,78.42,3.03,3.92,2.08,0.39,0.11,406.38,43.16,1430.87,2
11.85,6.51,78.42,4.26,6.37,2.5,0.38,0.12,406.38,43.16,1430.87,3
15.27,8.2,78.42,6.84,9.33,2.7,0.48,0.23,406.38,43.16,1430.87,4
26.37,14.2,78.42,7.91,11.87,2.88,0.56,0.29,406.38,43.16,1430.87,5
33.17,17.42,78.42,8.48,11.43,2.05,0.54,0.26,406.38,43.16,1430.87,6
35.26,19.05,78.42,9.15,13.33,2.08,0.45,0.26,406.38,43.16,1430.87,7
32.82,18.91,78.42,9.24,13.61,2.31,0.5,0.3,406.38,43.16,1430.87,8
30.93,15.92,78.42,7.9,9.59,1.66,0.51,0.25,406.38,43.16,1430.87,9
11.82,6.91,78.42,6,7.82,2.13,0.5,0.17,406.38,43.16,1430.87,10
7.15,4.3,78.42,4.97,7.27,2.08,0.43,0.14,406.38,43.16,1430.87,11
4.15,2.71,78.42,3.46,5.28,2.59,0.34,0.14,406.38,43.16,1430.87,12
4.49,2.76,69.35,2.07,2.75,2.91,0.51,0.32,215.08,45.56,717.14,1
2.02,1.53,69.35,1.79,2.11,1.99,0.38,0.25,215.08,45.56,717.14,2
5.61,3.35,69.35,3.44,4.44,2.2,0.43,0.24,215.08,45.56,717.14,3
8.52,5.3,69.35,5.54,7.44,2.04,0.49,0.27,215.08,45.56,717.14,4
17.31,8.83,69.35,5.42,6.61,2.48,0.51,0.27,215.08,45.56,717.14,5
16.61,8.69,69.35,6.39,8.89,2.58,0.49,0.34,215.08,45.56,717.14,6
20.77,10.19,69.35,4.9,5.11,1.16,0.45,0.32,215.08,45.56,717.14,7
23.62,13.46,69.35,6.81,8.73,3.15,0.47,0.33,215.08,45.56,717.14,8
15.45,8.5,69.35,7.12,8.5,2,0.58,0.27,215.08,45.56,717.14,9
15.03,8.08,69.35,6.79,8.5,2.17,0.67,0.36,215.08,45.56,717.14,10
5.62,3.78,69.35,3.92,5.26,2.22,0.61,0.37,215.08,45.56,717.14,11
5.24,3.08,69.35,2.98,4.62,5.89,0.54,0.39,215.08,45.56,717.14,12
9.26,5.75,84.24,5.22,8.72,4.89,0.38,0.17,132.35,38.93,937.38,1
8.48,5.88,84.24,6.7,9.36,2.63,0.39,0.19,132.35,38.93,937.38,2
16.5,9.61,84.24,5.94,8.05,2.9,0.48,0.31,132.35,38.93,937.38,3
27.52,14.72,84.24,10.55,12.33,1.61,0.54,0.29,132.35,38.93,937.38,4
25.9,14.81,84.24,7.51,9.34,2.05,0.59,0.26,132.35,38.93,937.38,5
32.83,16.62,84.24,9.15,12.38,2.74,0.51,0.22,132.35,38.93,937.38,6
27.47,14.18,84.24,10.02,11.99,1.88,0.52,0.24,132.35,38.93,937.38,7
40.62,23.18,84.24,10.11,16.47,2.59,0.46,0.25,132.35,38.93,937.38,8
24.71,13.79,84.24,8.27,14.04,2.8,0.56,0.23,132.35,38.93,937.38,9
18.81,10.27,84.24,8.27,14.3,3.51,0.47,0.22,132.35,38.93,937.38,10
12.13,7.54,84.24,8.32,10.88,1.99,0.47,0.22,132.35,38.93,937.38,11
11.79,6.98,84.24,8.06,12.3,2.99,0.45,0.23,132.35,38.93,937.38,12
2.17,1.61,77.6,1.61,2.32,3.41,0.41,0.23,252.65,44.88,1183.3,1
3.8,2.34,77.6,2.15,3.27,2.92,0.37,0.24,252.65,44.88,1183.3,2
5.66,3.71,77.6,3.59,4.51,2.08,0.41,0.25,252.65,44.88,1183.3,3
14.97,8.92,77.6,7.27,9.17,2.7,0.52,0.29,252.65,44.88,1183.3,4
22.83,10.37,77.6,7.56,10.62,3.02,0.5,0.28,252.65,44.88,1183.3,5
39.19,20.19,77.6,10.8,15.86,2.87,0.4,0.26,252.65,44.88,1183.3,6
37.72,18.74,77.6,8.75,12.45,2.48,0.36,0.25,252.65,44.88,1183.3,7
57.65,33.17,77.6,14.11,25.2,5.55,0.43,0.23,252.65,44.88,1183.3,8
22.63,11.92,77.6,7.59,11.27,2.81,0.37,0.23,252.65,44.88,1183.3,9
17.4,9.75,77.6,7.23,11.12,3.63,0.42,0.23,252.65,44.88,1183.3,10
7.35,3.95,77.6,4.03,6.73,3.16,0.43,0.18,252.65,44.88,1183.3,11
3.75,2.56,77.6,3.17,4.4,2.86,0.41,0.28,252.65,44.88,1183.3,12
10.07,6.41,42.89,6.71,9.3,2.28,0.54,0.16,74.69,34.9,15.5,1
9.61,7.07,42.89,6.71,8.65,2.52,0.57,0.19,74.69,34.9,15.5,2
10.01,6.41,42.89,5.73,12.11,5.02,0.46,0.18,74.69,34.9,15.5,3
7.98,4.79,42.89,3.8,6.44,3.02,0.45,0.15,74.69,34.9,15.5,4
4.11,4.54,42.89,5,7.76,1.85,0.24,0.08,74.69,34.9,15.5,5
5.02,1.27,42.89,3.27,7.3,2.28,0.27,0.02,74.69,34.9,15.5,6
0.45,0.09,42.89,0.32,0.18,2.12,0,0.02,74.69,34.9,15.5,7
3.26,2.33,42.89,3.76,8.5,2.06,0,0.03,74.69,34.9,15.5,8
1.89,1.01,42.89,0.98,1.51,2.12,0.24,0.05,74.69,34.9,15.5,9
9.97,5.87,42.89,4.95,10.57,3.8,0.38,0.12,74.69,34.9,15.5,10
8.35,4.95,42.89,4.71,7.44,2.21,0.38,0.14,74.69,34.9,15.5,11
8.76,5.34,42.89,6.4,10.88,3.35,0.51,0.2,74.69,34.9,15.5,12
15.55,10.48,92.3,9.82,18.79,3.34,0.48,0.16,115.89,35.26,609.51,1
18.12,9.27,92.3,7.82,9.88,1.45,0.39,0.2,115.89,35.26,609.51,2
20.6,11.26,92.3,10.58,14.51,2.92,0.5,0.26,115.89,35.26,609.51,3
28.01,14.63,92.3,10.64,16.14,3.25,0.44,0.29,115.89,35.26,609.51,4
37.38,19.17,92.3,10.87,15.98,2.96,0.63,0.22,115.89,35.26,609.51,5
30.19,14.47,92.3,9.9,14.87,2.43,0.41,0.17,115.89,35.26,609.51,6
40.39,19.64,92.3,9.61,12.76,2.09,0.46,0.2,115.89,35.26,609.51,7
37.72,19.32,92.3,9.98,15.65,2.47,0.51,0.19,115.89,35.26,609.51,8
27.8,14.73,92.3,8.85,12.87,2.33,0.49,0.18,115.89,35.26,609.51,9
19.88,12.61,92.3,9.25,13.22,2.05,0.46,0.22,115.89,35.26,609.51,10
18.79,11.48,92.3,11.91,19.48,2.45,0.38,0.2,115.89,35.26,609.51,11
19.84,11.94,92.3,11.67,18.4,2.69,0.51,0.22,115.89,35.26,609.51,12
17.72,10.88,115.11,10.96,14.32,1.98,0.45,0.3,268.85,36.02,496.69,1
18.39,11.26,115.11,9.03,11.9,2.24,0.4,0.31,268.85,36.02,496.69,2
19.61,11.33,115.11,9.9,10.04,1.37,0.52,0.29,268.85,36.02,496.69,3
29.02,15.16,115.11,12.62,14.19,1.83,0.48,0.27,268.85,36.02,496.69,4
24.56,14.75,115.11,7.92,10.32,2.12,0.53,0.27,268.85,36.02,496.69,5
31.25,14.77,115.11,8.6,11.01,1.95,0.42,0.3,268.85,36.02,496.69,6
44.62,23.78,115.11,11.23,12.97,2.16,0.53,0.33,268.85,36.02,496.69,7
33.36,16.75,115.11,10.43,13.48,2.05,0.44,0.24,268.85,36.02,496.69,8
32.46,18.62,115.11,11.94,22.02,4.3,0.43,0.21,268.85,36.02,496.69,9
18.18,10.75,115.11,9.57,12.49,2.23,0.53,0.19,268.85,36.02,496.69,10
18.53,12.47,115.11,13.49,20.02,2.96,0.51,0.19,268.85,36.02,496.69,11
16.74,10.08,115.11,12.38,13.88,1.53,0.49,0.31,268.85,36.02,496.69,12
10.89,5.77,66,9.82,11.55,1.6,0.62,0.14,45.52,36.94,6.04,1
12.99,6.95,66,8.06,9.59,2.36,0.64,0.21,45.52,36.94,6.04,2
12.33,7.4,66,9.06,13.08,2.2,0.58,0.16,45.52,36.94,6.04,3
10.29,5.58,66,5.63,7.07,3.33,0.37,0.13,45.52,36.94,6.04,4
2.56,1.46,66,2.21,2.77,1.99,0.29,0.08,45.52,36.94,6.04,5
2.94,1.56,66,5.52,6.87,1.22,0.41,0.04,45.52,36.94,6.04,6
0.31,0.12,66,0.32,0.11,1.13,0.22,0.05,45.52,36.94,6.04,7
0.4,0.1,66,0.39,0.34,2.65,0.29,0.05,45.52,36.94,6.04,8
1.44,0.63,66,1.45,2.65,2.23,0.18,0.05,45.52,36.94,6.04,9
6.96,4.19,66,4.83,14.43,6.72,0.46,0.14,45.52,36.94,6.04,10
9.44,6.07,66,6.01,8.21,2.99,0.52,0.16,45.52,36.94,6.04,11
12.03,7.45,66,9.47,11.9,2.07,0.53,0.18,45.52,36.94,6.04,12
11.93,7.59,62.98,8.53,11.95,1.77,0.38,0.14,162.8,32.35,292.28,1
16.12,9.06,62.98,7.14,9.37,1.66,0.23,0.17,162.8,32.35,292.28,2
24.84,14.25,62.98,9.33,12.71,1.81,0.41,0.18,162.8,32.35,292.28,3
28.82,15.27,62.98,8.27,12.19,2.53,0.3,0.19,162.8,32.35,292.28,4
32.71,18.33,62.98,8.63,11.24,1.85,0.45,0.19,162.8,32.35,292.28,5
32.13,17.64,62.98,9.88,13.22,1.8,0.45,0.15,162.8,32.35,292.28,6
18.08,9.95,62.98,9.57,18.24,3.77,0.36,0.12,162.8,32.35,292.28,7
24.31,12.05,62.98,11.75,22.5,3.78,0.49,0.08,162.8,32.35,292.28,8
22.16,12.17,62.98,10.05,17.45,2.51,0.43,0.09,162.8,32.35,292.28,9
30.5,16.68,62.98,14.45,18.84,1.86,0.36,0.13,162.8,32.35,292.28,10
23.78,13.86,62.98,9.62,14.46,2.78,0.3,0.15,162.8,32.35,292.28,11
27.2,14.94,62.98,9.93,17.62,3.38,0.29,0.22,162.8,32.35,292.28,12
12.49,6.63,85.06,2.67,4.83,2.74,0.35,0.16,1.63,25.65,13.24,1
12.13,6.85,85.06,3.75,5.64,2.71,0.26,0.13,1.63,25.65,13.24,2
8.44,4.08,85.06,3.35,3.62,1.19,0.26,0.1,1.63,25.65,13.24,3
33.24,16.33,85.06,10.13,19.26,2.62,0.33,0.12,1.63,25.65,13.24,4
26.09,12.12,85.06,5.72,6.65,1.59,0.43,0.17,1.63,25.65,13.24,5
54.82,29.87,85.06,11.77,18.22,2.22,0.65,0.23,1.63,25.65,13.24,6
32.72,18.12,85.06,7.81,10.16,1.55,0.49,0.25,1.63,25.65,13.24,7
37.6,20.51,85.06,7.96,12.3,3.38,0.53,0.29,1.63,25.65,13.24,8
58.4,33.98,85.06,10.68,17.91,2.74,0.52,0.25,1.63,25.65,13.24,9
27.69,13.1,85.06,7.31,9.62,1.98,0.44,0.2,1.63,25.65,13.24,10
22.51,9.54,85.06,5.7,10.24,3.19,0.46,0.13,1.63,25.65,13.24,11
14.13,7.1,85.06,4.19,7.11,3.78,0.4,0.15,1.63,25.65,13.24,12
19.98,10.87,83.67,8.19,10.99,2.14,0.28,0.21,4.28,31.15,1.91,1
18.52,11.03,83.67,6.92,10.22,2.59,0.36,0.25,4.28,31.15,1.91,2
15.75,8.96,83.67,7.22,9.54,1.96,0.46,0.17,4.28,31.15,1.91,3
27.81,14.48,83.67,9.97,13.68,2.51,0.39,0.18,4.28,31.15,1.91,4
26.27,12.79,83.67,7.67,10.43,2.27,0.49,0.14,4.28,31.15,1.91,5
35.27,17.5,83.67,9.99,16.38,3.11,0.48,0.23,4.28,31.15,1.91,6
50.73,27.32,83.67,9.56,16.64,3.14,0.48,0.28,4.28,31.15,1.91,7
39.59,22,83.67,9.45,12.19,2.2,0.57,0.33,4.28,31.15,1.91,8
34.73,18.8,83.67,11.37,15.84,2.49,0.56,0.22,4.28,31.15,1.91,9
29.6,14.92,83.67,9.85,18.67,4.21,0.48,0.17,4.28,31.15,1.91,10
19.63,9.97,83.67,6.77,14.42,4.47,0.37,0.16,4.28,31.15,1.91,11
16.5,9.45,83.67,5.08,6.5,2.07,0.45,0.2,4.28,31.15,1.91,12
3.53,2.23,79.06,3.53,4.26,2.11,0.27,0.09,247.24,39.77,1110.38,1
4.91,2.87,79.06,3.5,5.15,2.87,0.35,0.15,247.24,39.77,1110.38,2
12.57,7.73,79.06,6.53,8.59,1.84,0.43,0.17,247.24,39.77,1110.38,3
21.68,12.04,79.06,8.85,9.72,1.72,0.5,0.25,247.24,39.77,1110.38,4
34.3,20.63,79.06,9.31,13.18,2.35,0.54,0.26,247.24,39.77,1110.38,5
36.23,19.28,79.06,9.87,12.86,2.36,0.42,0.33,247.24,39.77,1110.38,6
32.28,18.42,79.06,8.54,14.83,2.75,0.46,0.22,247.24,39.77,1110.38,7
34.58,18.66,79.06,9.3,15.02,3.19,0.4,0.3,247.24,39.77,1110.38,8
29.24,16.08,79.06,7.87,12.46,2.75,0.49,0.29,247.24,39.77,1110.38,9
22.4,13.21,79.06,10.39,12.61,1.9,0.41,0.18,247.24,39.77,1110.38,10
8.64,5.7,79.06,5.75,8.42,2.39,0.47,0.12,247.24,39.77,1110.38,11
8.1,5.29,79.06,4.97,8.99,3.97,0.34,0.18,247.24,39.77,1110.38,12
4.39,2.68,76.72,3.03,4.37,2.83,0.39,0.2,260.98,43.14,1128.72,1
5.03,3.33,76.72,3.51,5.37,3.03,0.4,0.22,260.98,43.14,1128.72,2
9.29,5.55,76.72,5.25,7.53,3,0.42,0.23,260.98,43.14,1128.72,3
15.17,8.43,76.72,6.43,8.34,2.19,0.53,0.28,260.98,43.14,1128.72,4
29.32,14.5,76.72,7.81,9.92,2.48,0.45,0.27,260.98,43.14,1128.72,5
39.13,22.37,76.72,9.63,15.8,3.78,0.51,0.28,260.98,43.14,1128.72,6
41.16,20.72,76.72,10.62,14.92,2.39,0.48,0.21,260.98,43.14,1128.72,7
38.35,17.01,76.72,11.43,17.44,2.93,0.4,0.19,260.98,43.14,1128.72,8
23.13,13.82,76.72,8.58,13.95,2.97,0.46,0.22,260.98,43.14,1128.72,9
15.5,9.75,76.72,6.33,9.34,2.7,0.46,0.22,260.98,43.14,1128.72,10
7.16,4.75,76.72,5.2,7.65,2.68,0.46,0.2,260.98,43.14,1128.72,11
5.53,3.69,76.72,4.12,5.58,2.7,0.47,0.22,260.98,43.14,1128.72,12
1.4,0.88,83.8,1.52,1.83,2.82,0.45,0.17,298.82,41.31,1285.42,1
3.62,2.21,83.8,2.41,3.07,2.53,0.49,0.22,298.82,41.31,1285.42,2
5.1,2.86,83.8,2.92,4.6,3.79,0.44,0.13,298.82,41.31,1285.42,3
13.9,7.7,83.8,5.77,8.9,2.45,0.47,0.34,298.82,41.31,1285.42,4
17.69,9.31,83.8,7.4,8.05,1.65,0.52,0.27,298.82,41.31,1285.42,5
28.73,14.62,83.8,9.17,12.05,4.05,0.58,0.28,298.82,41.31,1285.42,6
19.49,12.15,83.8,8.87,11.93,2.72,0.41,0.18,298.82,41.31,1285.42,7
29.29,16.48,83.8,11.63,17.15,3.23,0.54,0.29,298.82,41.31,1285.42,8
18.43,9.86,83.8,7.15,8.61,1.94,0.52,0.23,298.82,41.31,1285.42,9
9.27,5.14,83.8,5.85,6.79,2,0.55,0.18,298.82,41.31,1285.42,10
5.1,4.42,83.8,4.37,6.82,2.61,0.39,0.14,298.82,41.31,1285.42,11
4.46,2.66,83.8,3.5,4.8,1.78,0.43,0.18,298.82,41.31,1285.42,12
8.54,4.94,68.6,4.27,6.87,3.35,0.36,0.16,139.54,38.66,913.59,1
7.63,5.09,68.6,6.02,7.99,2.06,0.31,0.2,139.54,38.66,913.59,2
18.01,9.89,68.6,7.49,9.87,2.54,0.4,0.27,139.54,38.66,913.59,3
23.96,12.21,68.6,9.96,12.59,1.96,0.48,0.26,139.54,38.66,913.59,4
29.05,14.21,68.6,7.92,10.74,2.45,0.57,0.24,139.54,38.66,913.59,5
33.35,17.06,68.6,8.6,9.68,1.68,0.41,0.22,139.54,38.66,913.59,6
28.81,12.39,68.6,7.5,9.33,1.63,0.38,0.19,139.54,38.66,913.59,7
30.19,15.64,68.6,7.83,11.32,1.96,0.44,0.21,139.54,38.66,913.59,8
25.48,14.78,68.6,7.5,15.85,4.09,0.48,0.25,139.54,38.66,913.59,9
19.36,10.47,68.6,6.38,8.34,1.97,0.43,0.2,139.54,38.66,913.59,10
14.88,8.54,68.6,7.24,9.05,1.58,0.38,0.16,139.54,38.66,913.59,11
