MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
1.5,87.81,8.35,11.25,2.36,0.56,0.28,170.6,36.57,199.05,5
1.16,87.81,7.65,10.19,1.85,0.53,0.23,170.6,36.57,199.05,6
1.66,87.81,9.29,14.5,3.59,0.47,0.28,170.6,36.57,199.05,7
1.42,87.81,7.38,11.94,2.23,0.56,0.26,170.6,36.57,199.05,8
1.96,87.81,9.57,16.46,3,0.57,0.22,170.6,36.57,199.05,9
1.76,87.81,9.4,15.9,3.01,0.51,0.2,170.6,36.57,199.05,10
1.23,87.81,10.84,14.26,1.68,0.41,0.18,170.6,36.57,199.05,11
1.1,87.81,7.53,9.82,2.27,0.44,0.26,170.6,36.57,199.05,12
0.79,91.37,4.83,6.91,3.96,0.56,0.35,380.72,40.35,293,1
0.76,91.37,4.32,5.82,2.08,0.5,0.38,380.72,40.35,293,2
0.79,91.37,5.24,6.11,1.94,0.58,0.4,380.72,40.35,293,3
0.87,91.37,5.47,6.16,1.76,0.56,0.35,380.72,40.35,293,4
0.98,91.37,6.53,7.06,1.45,0.67,0.35,380.72,40.35,293,5
1.3,91.37,7.42,9.96,2.06,0.63,0.37,380.72,40.35,293,6
1.36,91.37,7.81,11.11,2.93,0.54,0.4,380.72,40.35,293,7
1.13,91.37,7.32,9.31,1.85,0.55,0.33,380.72,40.35,293,8
1.23,91.37,5.88,7.65,2.13,0.56,0.31,380.72,40.35,293,9
0.86,91.37,5.26,6.16,1.9,0.65,0.36,380.72,40.35,293,10
0.85,91.37,6.05,7.85,2.18,0.54,0.29,380.72,40.35,293,11
1.11,91.37,6.26,7.99,2.13,0.6,0.42,380.72,40.35,293,12
0.12,77.7,1.22,1.72,3.37,0.28,0.16,275.71,44.83,1200.43,1
0.31,77.7,2.72,4.8,3.61,0.34,0.13,275.71,44.83,1200.43,2
0.49,77.7,3.85,5.27,3.07,0.44,0.21,275.71,44.83,1200.43,3
0.92,77.7,6.15,8.35,2.4,0.51,0.29,275.71,44.83,1200.43,4
1.14,77.7,7.19,10.69,3.18,0.56,0.32,275.71,44.83,1200.43,5
1.6,77.7,9.28,17.5,4.16,0.42,0.3,275.71,44.83,1200.43,6
1.66,77.7,10.82,17.19,3.27,0.33,0.26,275.71,44.83,1200.43,7
1.69,77.7,10.81,15.42,1.99,0.45,0.27,275.71,44.83,1200.43,8
1.04,77.7,6.1,8.79,2.77,0.43,0.26,275.71,44.83,1200.43,9
0.92,77.7,6.72,8.38,1.97,0.51,0.19,275.71,44.83,1200.43,10
0.41,77.7,4.42,6.55,2.08,0.31,0.15,275.71,44.83,1200.43,11
0.46,77.7,2.92,3.38,1.69,0.33,0.2,275.71,44.83,1200.43,12
0.41,64.45,2.8,4.05,2.3,0.5,0.3,205.89,42.49,420.77,1
0.42,64.45,2.92,4.09,3.31,0.43,0.36,205.89,42.49,420.77,2
0.58,64.45,4.25,4.97,1.53,0.41,0.27,205.89,42.49,420.77,3
0.64,64.45,4.47,5.27,2.68,0.48,0.3,205.89,42.49,420.77,4
0.9,64.45,6.3,8.5,2.33,0.53,0.23,205.89,42.49,420.77,5
0.91,64.45,5.6,6.81,2.31,0.51,0.29,205.89,42.49,420.77,6
1.1,64.45,6.49,9.1,2.69,0.53,0.24,205.89,42.49,420.77,7
1.02,64.45,5.75,7.69,3.46,0.49,0.31,205.89,42.49,420.77,8
1.1,64.45,9.06,10.2,1.62,0.59,0.21,205.89,42.49,420.77,9
0.98,64.45,6.24,7.57,2.1,0.61,0.34,205.89,42.49,420.77,10
0.55,64.45,4.02,4.23,1.33,0.52,0.27,205.89,42.49,420.77,11
0.68,64.45,3.61,4.61,2.33,0.45,0.34,205.89,42.49,420.77,12
1.55,146.93,8.18,12.12,2.46,0.76,0.35,61.46,40.98,1.1,1
1.46,146.93,8.08,10.65,2.06,0.77,0.46,61.46,40.98,1.1,2
1.51,146.93,9.53,11.19,1.86,0.75,0.43,61.46,40.98,1.1,3
1.12,146.93,6.13,8.6,2.94,0.63,0.4,61.46,40.98,1.1,4
0.56,146.93,3.63,6.08,3.54,0.48,0.24,61.46,40.98,1.1,5
0.51,146.93,3.86,6.35,2.58,0.45,0.14,61.46,40.98,1.1,6
0.19,146.93,1.4,2.97,3.32,0.43,0.21,61.46,40.98,1.1,7
0.14,146.93,0.85,2.02,4.22,0.36,0.25,61.46,40.98,1.1,8
0.7,146.93,2.8,8.46,5.49,0.5,0.27,61.46,40.98,1.1,9
1.44,146.93,6.44,12.26,3.11,0.7,0.37,61.46,40.98,1.1,10
1.34,146.93,7.11,9.1,1.96,0.77,0.42,61.46,40.98,1.1,11
1.65,146.93,10.26,13.09,2.16,0.75,0.44,61.46,40.98,1.1,12
0.27,6.65,4.09,7.23,3.97,0.43,0.06,-16.67,32.83,142.98,1
0.18,6.65,3.61,3.97,1.65,0.35,0.05,-16.67,32.83,142.98,2
0.12,6.65,5.38,6.96,0.77,0.17,0.01,-16.67,32.83,142.98,3
0.02,6.65,1.11,0.85,0.39,0,0.02,-16.67,32.83,142.98,4
0.06,6.65,8.64,10.06,0,0,0.01,-16.67,32.83,142.98,5
0.06,6.65,2.22,2.22,1.23,0.22,0.03,-16.67,32.83,142.98,7
0.19,6.65,4.93,9.51,2.87,0.43,0.02,-16.67,32.83,142.98,8
0.16,6.65,3.07,3.21,1.12,0.09,0.04,-16.67,32.83,142.98,9
0.1,6.65,4.44,9.58,2.05,0.38,0.01,-16.67,32.83,142.98,10
0.15,6.65,5.56,8.58,1.34,0.11,0.03,-16.67,32.83,142.98,11
0.32,6.65,3.25,5.08,2.76,0.32,0.07,-16.67,32.83,142.98,12
1.67,85.57,9.73,14.93,2.83,0.56,0.18,78.14,33.22,384.93,1
1.18,85.57,7.59,10.87,2.31,0.43,0.22,78.14,33.22,384.93,2
1.21,85.57,9.11,13.74,3.89,0.53,0.2,78.14,33.22,384.93,3
1.57,85.57,12.48,18.19,2.39,0.35,0.23,78.14,33.22,384.93,4
1.17,85.57,8.55,13.21,2.26,0.58,0.23,78.14,33.22,384.93,5
1.1,85.57,8.83,13.56,2.35,0.38,0.19,78.14,33.22,384.93,6
1,85.57,8.56,10.87,1.82,0.44,0.19,78.14,33.22,384.93,7
1.58,85.57,12.31,19.28,2.67,0.46,0.17,78.14,33.22,384.93,8
1.29,85.57,10.23,16.83,2.67,0.52,0.14,78.14,33.22,384.93,9
1.44,85.57,12.55,20.23,2.43,0.58,0.13,78.14,33.22,384.93,10
1.49,85.57,9.5,13.94,2.18,0.51,0.2,78.14,33.22,384.93,11
1.94,85.57,11.61,17.89,2.61,0.43,0.2,78.14,33.22,384.93,12
0.66,78.88,3.58,4.57,2.09,0.47,0.3,341.85,44.58,117.86,1
0.61,78.88,4.37,5.97,2.91,0.47,0.28,341.85,44.58,117.86,2
0.66,78.88,3.94,5.72,3.79,0.49,0.3,341.85,44.58,117.86,3
0.82,78.88,5.16,7.48,4.85,0.56,0.32,341.85,44.58,117.86,4
1.2,78.88,6.78,9.59,2.66,0.56,0.36,341.85,44.58,117.86,5
0.97,78.88,6.68,7.55,1.56,0.61,0.4,341.85,44.58,117.86,6
1.06,78.88,5.87,7.46,1.79,0.62,0.47,341.85,44.58,117.86,7
1.82,78.88,5.97,11.16,4.27,0.6,0.5,341.85,44.58,117.86,8
0.99,78.88,5.23,8.76,4.52,0.53,0.34,341.85,44.58,117.86,9
1.06,78.88,5.57,8.02,2.69,0.52,0.36,341.85,44.58,117.86,10
0.72,78.88,4.77,6.61,1.95,0.5,0.25,341.85,44.58,117.86,11
0.82,78.88,4.86,6.07,2.64,0.57,0.4,341.85,44.58,117.86,12
0.88,63.97,6.99,9.49,1.65,0.41,0.18,115.83,40.33,53.77,1
0.71,63.97,5.2,6.89,1.88,0.45,0.16,115.83,40.33,53.77,2
0.9,63.97,7.76,9.92,1.68,0.46,0.14,115.83,40.33,53.77,3
1.02,63.97,6.01,12.06,5.33,0.45,0.18,115.83,40.33,53.77,4
1.27,63.97,7.43,9.82,1.77,0.53,0.2,115.83,40.33,53.77,5
1.09,63.97,6.12,8.74,2.16,0.55,0.21,115.83,40.33,53.77,6
1.09,63.97,8.35,11.37,2.94,0.47,0.18,115.83,40.33,53.77,7
0.82,63.97,7.51,11.82,2.38,0.4,0.17,115.83,40.33,53.77,8
1.3,63.97,9.12,12.37,2.81,0.52,0.13,115.83,40.33,53.77,9
1.11,63.97,7.9,12.59,4.43,0.44,0.18,115.83,40.33,53.77,10
1.11,63.97,6.12,8.24,2.72,0.46,0.19,115.83,40.33,53.77,11
0.93,63.97,6.53,8.12,1.52,0.52,0.19,115.83,40.33,53.77,12
0.97,92.59,7.49,9.08,1.89,0.53,0.2,52.88,33.97,149.28,1
0.99,92.59,7.46,8.76,1.8,0.47,0.3,52.88,33.97,149.28,2
0.75,92.59,5.34,6.24,2.14,0.62,0.18,52.88,33.97,149.28,3
1.33,92.59,8.68,11.74,3.12,0.54,0.21,52.88,33.97,149.28,4
1.18,92.59,7.31,10.01,2.13,0.51,0.23,52.88,33.97,149.28,5
1.31,92.59,7.06,11.73,4.11,0.54,0.22,52.88,33.97,149.28,6
1.31,92.59,7.06,9.77,2.73,0.58,0.3,52.88,33.97,149.28,7
1.47,92.59,9.18,12.53,2.37,0.56,0.23,52.88,33.97,149.28,8
1.88,92.59,9.98,17.33,3.3,0.62,0.19,52.88,33.97,149.28,9
1.91,92.59,11.05,18.07,3.12,0.54,0.17,52.88,33.97,149.28,10
1.27,92.59,10.71,12.96,1.82,0.6,0.13,52.88,33.97,149.28,11
1.9,92.59,11.9,17.11,2.16,0.57,0.27,52.88,33.97,149.28,12
0.23,65.42,2.42,4.31,2.8,0.28,0.08,318.09,38.95,1022.27,1
0.31,65.42,3.55,4.39,1.88,0.19,0.11,318.09,38.95,1022.27,2
0.78,65.42,5.3,10.69,3.83,0.41,0.16,318.09,38.95,1022.27,3
0.99,65.42,9.01,10.7,2.02,0.39,0.24,318.09,38.95,1022.27,4
1.32,65.42,9.13,13.4,3.5,0.5,0.25,318.09,38.95,1022.27,5
1.36,65.42,9.89,14.27,2.52,0.35,0.23,318.09,38.95,1022.27,6
0.96,65.42,9.28,10.83,1.55,0.37,0.2,318.09,38.95,1022.27,7
1.32,65.42,10.4,14.49,2.7,0.35,0.2,318.09,38.95,1022.27,8
1.07,65.42,9.08,13.09,2.65,0.33,0.21,318.09,38.95,1022.27,9
0.98,65.42,8.37,10.34,1.62,0.41,0.16,318.09,38.95,1022.27,10
0.44,65.42,4.66,7.47,2.51,0.34,0.11,318.09,38.95,1022.27,11
0.67,65.42,5.05,8.62,2.59,0.18,0.16,318.09,38.95,1022.27,12
0.93,79.93,5.93,8.09,2.75,0.49,0.23,2.17,36.26,0.44,1
0.8,79.93,5.98,9.05,2.96,0.47,0.19,2.17,36.26,0.44,2
0.69,79.93,7.65,9.12,1.64,0.37,0.15,2.17,36.26,0.44,3
0.7,79.93,5.73,8.3,2.42,0.41,0.16,2.17,36.26,0.44,4
0.91,79.93,7.06,8.77,2.02,0.51,0.2,2.17,36.26,0.44,5
0.8,79.93,6.61,7.09,1.27,0.57,0.17,2.17,36.26,0.44,6
1.55,79.93,9.03,14.55,2.9,0.6,0.23,2.17,36.26,0.44,7
1.77,79.93,10.63,16.91,4.37,0.53,0.24,2.17,36.26,0.44,8
1.55,79.93,10.87,18.52,3.8,0.56,0.22,2.17,36.26,0.44,9
0.89,79.93,7.26,10.53,2.49,0.52,0.14,2.17,36.26,0.44,10
1.49,79.93,7.85,16.16,5.36,0.43,0.18,2.17,36.26,0.44,11
0.85,79.93,6.27,7.6,1.96,0.49,0.22,2.17,36.26,0.44,12
0.8,82.03,5.78,7.24,2.24,0.37,0.26,94.46,43.28,21.74,1
0.98,82.03,7.03,9.26,2.85,0.52,0.24,94.46,43.28,21.74,2
1.07,82.03,8.28,12.2,2.83,0.41,0.3,94.46,43.28,21.74,3
1.38,82.03,7.73,13.44,5.91,0.5,0.27,94.46,43.28,21.74,4
1.05,82.03,6.14,7.76,2.01,0.52,0.28,94.46,43.28,21.74,5
1.22,82.03,7.95,10.83,2.08,0.58,0.26,94.46,43.28,21.74,6
1.22,82.03,6.04,9.5,3.05,0.62,0.31,94.46,43.28,21.74,7
1.53,82.03,8.41,13.56,2.5,0.52,0.25,94.46,43.28,21.74,8
1.34,82.03,8.07,14.13,2.95,0.52,0.28,94.46,43.28,21.74,9
1.43,82.03,7.7,11.04,2.27,0.52,0.29,94.46,43.28,21.74,10
1.25,82.03,7.56,10.67,2.51,0.41,0.24,94.46,43.28,21.74,11
0.93,82.03,6.89,7.59,1.69,0.5,0.31,94.46,43.28,21.74,12
0.35,51.34,3.16,7.2,4.37,0.34,0.12,787.5,37.77,1006.2,1
0.58,51.34,5.04,17.76,7.34,0.42,0.12,787.5,37.77,1006.2,2
0.59,51.34,4.91,7.46,1.93,0.36,0.13,787.5,37.77,1006.2,3
0.88,51.34,6.69,11.74,3.75,0.35,0.23,787.5,37.77,1006.2,4
1.28,51.34,8.63,14.25,2.68,0.47,0.2,787.5,37.77,1006.2,5
1.22,51.34,9.35,11.58,1.58,0.41,0.19,787.5,37.77,1006.2,6
1.29,51.34,8.65,16.91,6.74,0.39,0.18,787.5,37.77,1006.2,7
1.25,51.34,7.23,12.39,4.12,0.47,0.2,787.5,37.77,1006.2,8
0.9,51.34,6.49,11.26,3.12,0.36,0.16,787.5,37.77,1006.2,9
0.97,51.34,6.19,10.29,2.41,0.42,0.16,787.5,37.77,1006.2,10
0.27,51.34,3.41,6.04,2.68,0.3,0.1,787.5,37.77,1006.2,11
0.46,51.34,4,7.65,3.44,0.34,0.14,787.5,37.77,1006.2,12
0.38,96.77,2.66,4.05,2.66,0.44,0.16,228.15,41.61,1177.82,1
0.65,96.77,4.14,6.17,2.44,0.29,0.2,228.15,41.61,1177.82,2
0.69,96.77,5.88,7.19,2.34,0.37,0.2,228.15,41.61,1177.82,3
1.19,96.77,8.56,10.27,1.9,0.56,0.29,228.15,41.61,1177.82,4
1.42,96.77,9.61,12.08,1.86,0.53,0.3,228.15,41.61,1177.82,5
1.64,96.77,9.69,12.8,2.77,0.6,0.34,228.15,41.61,1177.82,6
1.59,96.77,12.05,15.76,1.67,0.47,0.26,228.15,41.61,1177.82,7
1.83,96.77,8.85,14.28,2.27,0.59,0.38,228.15,41.61,1177.82,8
1.44,96.77,7,12.29,2.62,0.46,0.31,228.15,41.61,1177.82,9
1.13,96.77,8.15,9.38,1.47,0.51,0.19,228.15,41.61,1177.82,10
0.9,96.77,6.58,9.15,2.25,0.48,0.19,228.15,41.61,1177.82,11
0.83,96.77,5.07,7.36,2.23,0.45,0.26,228.15,41.61,1177.82,12
1.01,49.95,9.12,15.13,2.81,0.38,0.1,188.14,32.66,383.73,1
0.78,49.95,6.47,8.72,2.13,0.24,0.12,188.14,32.66,383.73,2
1.2,49.95,6.54,7.94,1.74,0.44,0.13,188.14,32.66,383.73,3
1.1,49.95,10.13,12.6,1.29,0.28,0.18,188.14,32.66,383.73,4
1.13,49.95,10.07,15.81,3.1,0.42,0.2,188.14,32.66,383.73,5
0.98,49.95,8.99,10.91,1.46,0.42,0.12,188.14,32.66,383.73,6
0.54,49.95,7.31,11.2,2.82,0.29,0.09,188.14,32.66,383.73,7
0.69,49.95,7.09,9.79,2.49,0.29,0.1,188.14,32.66,383.73,8
1.51,49.95,12.58,23.07,2.97,0.36,0.1,188.14,32.66,383.73,9
1.33,49.95,10.61,16.39,3.88,0.35,0.13,188.14,32.66,383.73,10
1.02,49.95,9.72,16.59,3.02,0.44,0.1,188.14,32.66,383.73,11
0.82,49.95,7.99,11.13,2.15,0.27,0.12,188.14,32.66,383.73,12
1.83,186.06,12.47,14.04,2.02,0.72,0.2,17.59,41.78,1.02,1
1.87,186.06,11.15,13.48,2.26,0.75,0.33,17.59,41.78,1.02,2
1.51,186.06,11.49,11.9,2.1,0.73,0.38,17.59,41.78,1.02,3
1.17,186.06,8.46,9.67,1.64,0.64,0.27,17.59,41.78,1.02,4
0.62,186.06,6.54,6.78,1.24,0.49,0.16,17.59,41.78,1.02,5
0.82,186.06,6.26,10.5,2.74,0.47,0.13,17.59,41.78,1.02,6
0.19,186.06,2.02,3.56,2.78,0.31,0.12,17.59,41.78,1.02,7
0.2,186.06,1.41,3.95,4.79,0.31,0.16,17.59,41.78,1.02,8
0.72,186.06,4.53,10.59,4.28,0.57,0.17,17.59,41.78,1.02,9
1.62,186.06,10.78,16.03,2.85,0.71,0.25,17.59,41.78,1.02,10
2.02,186.06,12.26,14.72,2.59,0.67,0.38,17.59,41.78,1.02,11
2.81,186.06,14.9,18.52,2.56,0.8,0.32,17.59,41.78,1.02,12
0.58,38.18,3.83,4.94,1.94,0.7,0.24,22.33,48.52,0.55,1
0.44,38.18,2.88,4.34,5.88,0.62,0.3,22.33,48.52,0.55,2
0.28,38.18,2.22,2.53,2.39,0.61,0.34,22.33,48.52,0.55,3
0.3,38.18,2.77,3.38,1.97,0.44,0.2,22.33,48.52,0.55,4
0.26,38.18,2.76,3.56,2.9,0.51,0.17,22.33,48.52,0.55,5
0.18,38.18,1.95,2.36,2.03,0.26,0.14,22.33,48.52,0.55,6
0.11,38.18,1.29,1.59,2.08,0.3,0.13,22.33,48.52,0.55,7
0.2,38.18,1.85,3.17,2.53,0.39,0.16,22.33,48.52,0.55,8
0.27,38.18,2.24,3.24,2.36,0.55,0.24,22.33,48.52,0.55,9
0.53,38.18,2.96,4.97,4.01,0.6,0.31,22.33,48.52,0.55,10
0.64,38.18,3.69,4.98,2.83,0.61,0.38,22.33,48.52,0.55,11
0.63,38.18,3.38,5.59,5.57,0.65,0.31,22.33,48.52,0.55,12
0.25,76.83,1.99,2.89,2.54,0.32,0.16,269.37,44.87,1087.64,1
0.33,76.83,3.01,4.63,2.58,0.4,0.15,269.37,44.87,1087.64,2
0.57,76.83,4.28,5.93,2.28,0.39,0.24,269.37,44.87,1087.64,3
0.78,76.83,6.14,6.63,1.37,0.52,0.33,269.37,44.87,1087.64,4
1.11,76.83,6.86,8.71,1.63,0.55,0.32,269.37,44.87,1087.64,5
1.23,76.83,8.16,10.21,2.51,0.55,0.36,269.37,44.87,1087.64,6
1.25,76.83,7.33,11.75,2.66,0.47,0.33,269.37,44.87,1087.64,7
1.5,76.83,8.01,11.63,2.1,0.45,0.36,269.37,44.87,1087.64,8
1.11,76.83,6.22,10.89,3.57,0.5,0.35,269.37,44.87,1087.64,9
0.88,76.83,6.28,7.67,1.65,0.51,0.18,269.37,44.87,1087.64,10
0.41,76.83,3.91,5.18,3.24,0.39,0.13,269.37,44.87,1087.64,11
0.56,76.83,3.81,6.13,4.69,0.38,0.19,269.37,44.87,1087.64,12
0.26,78.85,3.04,3.84,2.18,0.24,0.11,365.62,38.33,959.11,1
0.72,78.85,5.67,8.66,2.38,0.35,0.16,365.62,38.33,959.11,2
0.92,78.85,6.89,8.26,2.28,0.44,0.2,365.62,38.33,959.11,3
1.26,78.85,9.46,11.49,2.29,0.47,0.27,365.62,38.33,959.11,4
1.37,78.85,8.29,12.01,2.49,0.57,0.3,365.62,38.33,959.11,5
1.44,78.85,11.43,15.15,1.83,0.46,0.22,365.62,38.33,959.11,6
1.16,78.85,7.85,11.09,1.92,0.52,0.25,365.62,38.33,959.11,7
1.37,78.85,8.81,12.99,2.13,0.54,0.22,365.62,38.33,959.11,8
1.56,78.85,9.51,14.9,2.09,0.5,0.23,365.62,38.33,959.11,9
1.07,78.85,9.02,10.55,2.02,0.48,0.15,365.62,38.33,959.11,10
0.6,78.85,7.35,10.18,2.11,0.33,0.13,365.62,38.33,959.11,11
0.82,78.85,6.26,10.03,2.5,0.27,0.15,365.62,38.33,959.11,12
0.53,63.62,2.7,4.9,4.27,0.41,0.28,195.4,42.57,361.63,1
0.46,63.62,2.87,4.35,2.46,0.48,0.25,195.4,42.57,361.63,2
0.44,63.62,3.74,4.19,1.36,0.49,0.29,195.4,42.57,361.63,3
0.61,63.62,4.25,5.18,1.97,0.47,0.35,195.4,42.57,361.63,4
0.84,63.62,5.56,7.5,2.38,0.57,0.3,195.4,42.57,361.63,5
0.82,63.62,5.59,6.35,1.71,0.59,0.3,195.4,42.57,361.63,6
1.25,63.62,6.28,8.51,2.31,0.53,0.35,195.4,42.57,361.63,7
1,63.62,5.9,7.19,1.79,0.54,0.35,195.4,42.57,361.63,8
1.03,63.62,4.98,7.6,3.08,0.53,0.29,195.4,42.57,361.63,9
0.95,63.62,5.33,7.39,2.98,0.6,0.38,195.4,42.57,361.63,10
0.59,63.62,3.35,4.27,2.41,0.54,0.3,195.4,42.57,361.63,11
0.77,63.62,3.95,5.59,3.94,0.49,0.28,195.4,42.57,361.63,12
0.39,59,2.81,4.2,2.59,0.41,0.22,287.15,42.16,280.1,1
0.5,59,4.13,5.97,2.2,0.39,0.18,287.15,42.16,280.1,2
0.62,59,4.28,5.57,1.96,0.36,0.25,287.15,42.16,280.1,3
0.68,59,5.1,5.7,2.23,0.5,0.27,287.15,42.16,280.1,4
0.78,59,4.86,6.1,2.23,0.5,0.27,287.15,42.16,280.1,5
0.78,59,5.19,7.22,2.44,0.49,0.32,287.15,42.16,280.1,6
0.75,59,5.04,6.18,1.67,0.49,0.33,287.15,42.16,280.1,7
1.37,59,5.93,8.9,2.1,0.52,0.34,287.15,42.16,280.1,8
1.1,59,6.64,10.56,2.87,0.49,0.27,287.15,42.16,280.1,9
0.87,59,5.28,8.68,4.81,0.49,0.31,287.15,42.16,280.1,10
0.57,59,3.77,5.02,2.37,0.37,0.25,287.15,42.16,280.1,11
0.55,59,3.92,4.8,1.75,0.45,0.25,287.15,42.16,280.1,12
0.88,66.28,7.66,10.04,2.22,0.18,0.14,4.67,30.41,4.57,1
1.04,66.28,10.75,15.78,2.17,0.22,0.16,4.67,30.41,4.57,2
1.5,66.28,13.84,22.8,3.08,0.29,0.15,4.67,30.41,4.57,3
2.08,66.28,17.4,25.13,2.2,0.27,0.14,4.67,30.41,4.57,4
1.27,66.28,10.37,14.82,2.06,0.32,0.14,4.67,30.41,4.57,5
1.44,66.28,12.4,26.92,4.57,0.48,0.14,4.67,30.41,4.57,6
1.47,66.28,11.77,19.99,4.4,0.3,0.17,4.67,30.41,4.57,7
1.72,66.28,13.57,27.16,5.58,0.41,0.16,4.67,30.41,4.57,8
1.24,66.28,10.23,15.42,2.05,0.33,0.12,4.67,30.41,4.57,9
0.97,66.28,10.65,18.19,3.75,0.3,0.11,4.67,30.41,4.57,10
1.44,66.28,8.71,12.28,2.49,0.3,0.11,4.67,30.41,4.57,11
1.36,66.28,9.03,14.09,2.53,0.43,0.2,4.67,30.41,4.57,12
0.58,66.63,5.76,6.64,1.46,0.68,0.08,1.89,26.07,4.05,1
0.26,66.63,11.31,16.28,0.96,0,0.01,1.89,26.07,4.05,2
0.56,66.63,5.75,9.88,3.11,0.41,0.09,1.89,26.07,4.05,3
0.93,66.63,7.64,13.34,3.55,0.47,0.11,1.89,26.07,4.05,4
0.98,66.63,5.3,7.15,3.21,0.68,0.14,1.89,26.07,4.05,5
1.4,66.63,9.38,13.27,2.54,0.6,0.2,1.89,26.07,4.05,6
1.42,66.63,12.91,18,2.14,0.61,0.08,1.89,26.07,4.05,7
0.73,66.63,10.49,16.35,2.13,0.59,0.07,1.89,26.07,4.05,8
1.67,66.63,8.47,12.95,2.76,0.65,0.26,1.89,26.07,4.05,9
1.07,66.63,7.43,8.92,2.03,0.57,0.28,1.89,26.07,4.05,10
0.78,66.63,6.01,7.26,1.76,0.68,0.2,1.89,26.07,4.05,11
0.61,66.63,5.74,7.35,2.28,0.49,0.1,1.89,26.07,4.05,12
0.19,11.35,2.08,2.1,1.53,0.38,0.1,1469.92,39.13,965.58,1
0.15,11.35,1.59,1.95,3.02,0.2,0.12,1469.92,39.13,965.58,2
0.18,11.35,2.1,2.38,2,0.2,0.1,1469.92,39.13,965.58,3
0.27,11.35,3.28,4.25,2.28,0.29,0.12,1469.92,39.13,965.58,4
0.23,11.35,2.62,3.09,2.1,0.43,0.08,1469.92,39.13,965.58,5
0.1,11.35,2.01,2.28,1.58,0.24,0.05,1469.92,39.13,965.58,6
0.21,11.35,3,4.28,2.69,0.26,0.08,1469.92,39.13,965.58,7
0.26,11.35,3.31,4.35,3.76,0.26,0.1,1469.92,39.13,965.58,8
0.29,11.35,3.18,4.17,2.41,0.31,0.11,1469.92,39.13,965.58,9
0.35,11.35,3.32,4.26,2.1,0.24,0.1,1469.92,39.13,965.58,10
0.19,11.35,3.42,3.51,0.9,0.31,0.08,1469.92,39.13,965.58,11
0.25,11.35,2.63,3.41,2.05,0.24,0.13,1469.92,39.13,965.58,12
0.5,33.48,2.85,5.77,2.84,0.34,0.13,9.49,26.23,30.89,1
0.25,33.48,2.56,4.59,2.98,0.34,0.1,9.49,26.23,30.89,2
0.49,33.48,5.38,7.11,1.77,0.36,0.11,9.49,26.23,30.89,3
0.59,33.48,6.27,11.5,3.09,0.39,0.09,9.49,26.23,30.89,4
1.15,33.48,10.48,14.8,1.4,0.34,0.08,9.49,26.23,30.89,5
0.83,33.48,6.07,10.28,3.75,0.34,0.09,9.49,26.23,30.89,6
0.83,33.48,9.79,18.69,2.98,0.34,0.08,9.49,26.23,30.89,7
0.8,33.48,9.9,14.58,1.8,0.36,0.09,9.49,26.23,30.89,8
1.55,33.48,9.05,13.29,2.68,0.4,0.18,9.49,26.23,30.89,9
0.73,33.48,6.1,10.09,3.64,0.34,0.08,9.49,26.23,30.89,10
0.24,33.48,2.68,4.38,3.55,0.43,0.13,9.49,26.23,30.89,11
0.23,33.48,2.2,3.19,2.07,0.34,0.16,9.49,26.23,30.89,12
0.24,43.31,3.16,5.35,4.02,0.36,0.08,949.04,36.68,982.51,1
0.31,43.31,3.03,4.22,2.43,0.27,0.1,949.04,36.68,982.51,2
0.4,43.31,4.61,5.97,1.85,0.29,0.11,949.04,36.68,982.51,3
0.69,43.31,6.55,9.36,1.95,0.42,0.15,949.04,36.68,982.51,4
0.81,43.31,6.45,8.73,2.04,0.32,0.21,949.04,36.68,982.51,5
0.96,43.31,6.15,8.13,2.04,0.32,0.18,949.04,36.68,982.51,6
0.9,43.31,5.82,8.71,2.96,0.55,0.21,949.04,36.68,982.51,7
1.02,43.31,6.91,10.12,2.41,0.57,0.2,949.04,36.68,982.51,8
0.53,43.31,4.79,7.72,3.19,0.43,0.18,949.04,36.68,982.51,9
0.8,43.31,7.37,11.69,2.41,0.48,0.11,949.04,36.68,982.51,10
0.11,43.31,3.11,3.44,1.38,0.24,0.05,949.04,36.68,982.51,11
0.44,43.31,3.82,4.97,1.89,0.33,0.11,949.04,36.68,982.51,12
0.34,66.03,3.22,4.86,2.53,0.34,0.12,444.1,39.55,1117.66,1
0.57,66.03,4.58,7.33,2.8,0.28,0.14,444.1,39.55,1117.66,2
0.75,66.03,4.84,8.04,2.83,0.42,0.17,444.1,39.55,1117.66,3
0.92,66.03,7.1,9.81,2.73,0.36,0.26,444.1,39.55,1117.66,4
1.25,66.03,8.58,12.36,2.86,0.52,0.25,444.1,39.55,1117.66,5
1.42,66.03,8.78,13.43,2.39,0.4,0.25,444.1,39.55,1117.66,6
1.29,66.03,9.99,12.97,2.01,0.4,0.22,444.1,39.55,1117.66,7
1.31,66.03,10.51,12.21,1.68,0.36,0.22,444.1,39.55,1117.66,8
1.49,66.03,9.5,16.04,3.93,0.43,0.18,444.1,39.55,1117.66,9
0.88,66.03,6.66,8.95,2.44,0.42,0.17,444.1,39.55,1117.66,10
0.46,66.03,4.53,8.63,4.89,0.3,0.11,444.1,39.55,1117.66,11
0.6,66.03,4.72,8.51,3.12,0.39,0.13,444.1,39.55,1117.66,12
