MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
1.29,45,8.96,12.11,2.02,0.44,0.14,665.69,36.3,856.19,8
0.67,45,6.12,7.35,2.37,0.35,0.11,665.69,36.3,856.19,9
0.84,45,8,9.22,1.07,0.31,0.09,665.69,36.3,856.19,10
0.39,45,5.95,10.27,3.31,0.3,0.07,665.69,36.3,856.19,11
0.43,45,4.72,7.25,2.59,0.28,0.07,665.69,36.3,856.19,12
1.35,88.25,11.13,17.32,2.51,0.38,0.2,113.07,31.32,109.14,1
1.79,88.25,11.51,15.72,2.1,0.3,0.24,113.07,31.32,109.14,2
1.43,88.25,11.4,21.36,5.01,0.45,0.16,113.07,31.32,109.14,3
1.82,88.25,15.64,22.24,2.03,0.37,0.14,113.07,31.32,109.14,4
1.16,88.25,8.02,12.04,2.61,0.47,0.15,113.07,31.32,109.14,5
0.75,88.25,6.32,7.63,1.63,0.43,0.26,113.07,31.32,109.14,6
1.64,88.25,11.48,15.76,1.99,0.52,0.25,113.07,31.32,109.14,7
1.64,88.25,9.93,14.95,2.9,0.52,0.27,113.07,31.32,109.14,8
1.31,88.25,10.22,14.91,2.23,0.42,0.15,113.07,31.32,109.14,9
1.68,88.25,7.93,17.3,5.22,0.37,0.16,113.07,31.32,109.14,10
1.04,88.25,9.66,18.25,3.61,0.36,0.13,113.07,31.32,109.14,11
1.76,88.25,12.14,16.84,2.45,0.45,0.22,113.07,31.32,109.14,12
1.32,102.71,9.36,14.59,2.36,0.46,0.18,5.67,30.4,0.97,1
2.35,102.71,14.01,21.35,2.07,0.41,0.2,5.67,30.4,0.97,2
2.05,102.71,13.01,25.89,4.32,0.34,0.21,5.67,30.4,0.97,3
1.45,102.71,11.57,17.94,2.68,0.32,0.15,5.67,30.4,0.97,4
1.79,102.71,14.8,22.47,2.64,0.41,0.12,5.67,30.4,0.97,5
1.47,102.71,12.84,20.33,3.59,0.48,0.13,5.67,30.4,0.97,6
2.74,102.71,15.67,29.56,3.64,0.54,0.25,5.67,30.4,0.97,7
2.25,102.71,13.55,19.9,3.08,0.53,0.23,5.67,30.4,0.97,8
1.69,102.71,14.6,21.26,2.87,0.48,0.13,5.67,30.4,0.97,9
1.55,102.71,18.38,30.51,2.73,0.33,0.11,5.67,30.4,0.97,10
0.94,102.71,6.73,10.74,2.13,0.45,0.15,5.67,30.4,0.97,11
1.78,102.71,12.59,19.82,2.84,0.51,0.2,5.67,30.4,0.97,12
1.54,88.31,8.75,16.06,4.23,0.52,0.24,70.47,30.36,81.86,1
1.02,88.31,5.81,8.73,1.83,0.46,0.27,70.47,30.36,81.86,2
1.47,88.31,8.33,12.69,2.15,0.51,0.22,70.47,30.36,81.86,3
1.45,88.31,8.73,20.2,5.41,0.4,0.25,70.47,30.36,81.86,4
2.03,88.31,15,25.15,3.01,0.51,0.17,70.47,30.36,81.86,5
1.25,88.31,8.64,12.24,2.43,0.58,0.2,70.47,30.36,81.86,6
1.69,88.31,10.09,17.37,3.93,0.53,0.23,70.47,30.36,81.86,7
1.84,88.31,11.84,29.11,6.62,0.58,0.23,70.47,30.36,81.86,8
1.05,88.31,5.49,8.74,2.09,0.45,0.25,70.47,30.36,81.86,9
2.18,88.31,9.98,16.96,1.98,0.37,0.18,70.47,30.36,81.86,10
1.77,88.31,9.45,20.67,4.74,0.4,0.23,70.47,30.36,81.86,11
1.06,88.31,5.91,9.47,3.05,0.48,0.27,70.47,30.36,81.86,12
0.93,93.49,6.56,8.22,1.45,0.44,0.27,309.93,42.8,86.65,1
1.21,93.49,8.15,12.18,3.38,0.54,0.25,309.93,42.8,86.65,2
1.14,93.49,7.74,10.44,2.23,0.5,0.26,309.93,42.8,86.65,3
1.06,93.49,6.27,9.01,3.07,0.56,0.29,309.93,42.8,86.65,4
0.98,93.49,6.44,8.47,2.25,0.59,0.32,309.93,42.8,86.65,5
1.36,93.49,6.96,9.68,2.09,0.62,0.32,309.93,42.8,86.65,6
1.32,93.49,6.97,9.75,2.49,0.6,0.4,309.93,42.8,86.65,7
1.63,93.49,7.17,11.96,3.81,0.52,0.38,309.93,42.8,86.65,8
1.53,93.49,7.45,12.83,2.94,0.58,0.32,309.93,42.8,86.65,9
1.67,93.49,9.11,13.43,2.31,0.55,0.36,309.93,42.8,86.65,10
0.92,93.49,6.56,8.57,1.9,0.41,0.21,309.93,42.8,86.65,11
1,93.49,7.44,7.73,1.56,0.5,0.31,309.93,42.8,86.65,12
0.43,55.65,3.05,4.03,2.57,0.4,0.23,190.17,42.41,634.89,1
0.7,55.65,4.51,6.14,2.07,0.51,0.22,190.17,42.41,634.89,2
0.59,55.65,5.28,5.7,1.58,0.55,0.17,190.17,42.41,634.89,3
0.51,55.65,4.58,5.24,1.54,0.51,0.2,190.17,42.41,634.89,4
1.31,55.65,7.75,11.69,3.17,0.54,0.2,190.17,42.41,634.89,5
0.95,55.65,7.42,8.91,1.83,0.58,0.18,190.17,42.41,634.89,6
1.06,55.65,7.58,12.2,3.55,0.38,0.17,190.17,42.41,634.89,7
1.35,55.65,8.76,15.38,2.84,0.47,0.19,190.17,42.41,634.89,8
1.16,55.65,9.22,13.3,3.67,0.47,0.19,190.17,42.41,634.89,9
0.61,55.65,3.6,4.57,2.07,0.51,0.28,190.17,42.41,634.89,10
0.57,55.65,4.34,6.07,2.13,0.42,0.19,190.17,42.41,634.89,11
0.55,55.65,3.32,4.12,2.12,0.5,0.28,190.17,42.41,634.89,12
1.06,59.47,6.53,11.88,3.85,0.27,0.22,137.88,41.37,28.61,1
0.66,59.47,5.2,7.43,2.4,0.37,0.21,137.88,41.37,28.61,2
0.98,59.47,7.4,11.28,3.03,0.34,0.22,137.88,41.37,28.61,3
1.16,59.47,6.48,10.33,2.72,0.37,0.22,137.88,41.37,28.61,4
1.03,59.47,5.59,8.59,3.23,0.5,0.23,137.88,41.37,28.61,5
1.05,59.47,7.12,11.03,3.45,0.38,0.21,137.88,41.37,28.61,6
0.99,59.47,7.19,9.78,1.76,0.38,0.24,137.88,41.37,28.61,7
1.32,59.47,6.39,16.3,7.25,0.37,0.28,137.88,41.37,28.61,8
1.39,59.47,7.39,16.05,4.97,0.31,0.24,137.88,41.37,28.61,9
1.03,59.47,6.51,11.4,3.54,0.34,0.26,137.88,41.37,28.61,10
0.82,59.47,5.41,8.5,2.19,0.35,0.19,137.88,41.37,28.61,11
1.22,59.47,7.36,10.51,3.12,0.35,0.26,137.88,41.37,28.61,12
0.53,55.33,4.57,5.54,1.63,0.28,0.17,41.14,34.19,94.55,1
0.68,55.33,6.37,8.6,1.6,0.26,0.2,41.14,34.19,94.55,2
0.67,55.33,5.38,6.91,1.78,0.22,0.17,41.14,34.19,94.55,3
1.03,55.33,7.09,11.49,2.22,0.27,0.17,41.14,34.19,94.55,4
0.93,55.33,6.09,10.47,3.19,0.32,0.21,41.14,34.19,94.55,5
1.1,55.33,8.44,12.27,2.59,0.44,0.16,41.14,34.19,94.55,6
1.42,55.33,8.42,14.01,2.69,0.43,0.22,41.14,34.19,94.55,7
0.93,55.33,5.84,9.48,2.83,0.29,0.22,41.14,34.19,94.55,8
1.76,55.33,12.35,20.31,2.33,0.3,0.19,41.14,34.19,94.55,9
1.99,55.33,14.06,43.58,5.58,0.38,0.13,41.14,34.19,94.55,10
0.64,55.33,4.52,7.05,2,0.3,0.15,41.14,34.19,94.55,11
1.01,55.33,8,10.77,1.84,0.27,0.2,41.14,34.19,94.55,12
0.48,59.36,3.08,4.86,2.76,0.35,0.33,485.69,42.21,226.37,1
0.73,59.36,4.2,11.3,7.34,0.45,0.23,485.69,42.21,226.37,2
0.72,59.36,4.18,6.57,2.88,0.4,0.3,485.69,42.21,226.37,3
0.72,59.36,5.35,8.75,5.05,0.44,0.24,485.69,42.21,226.37,4
0.95,59.36,6.01,7.86,2.22,0.45,0.27,485.69,42.21,226.37,5
1.27,59.36,9.22,12.11,2.49,0.44,0.26,485.69,42.21,226.37,6
1,59.36,6.81,9.17,2.15,0.4,0.24,485.69,42.21,226.37,7
1.19,59.36,8.64,11.63,2.43,0.35,0.23,485.69,42.21,226.37,8
1.03,59.36,6.99,10.94,2.5,0.46,0.2,485.69,42.21,226.37,9
0.85,59.36,5.04,8.24,3.46,0.38,0.26,485.69,42.21,226.37,10
0.79,59.36,4.62,6.98,2.71,0.36,0.23,485.69,42.21,226.37,11
0.46,59.36,3.45,4.29,2.1,0.48,0.25,485.69,42.21,226.37,12
0.26,67.75,1.71,2.42,2.59,0.58,0.26,324.35,47.17,743.45,1
0.27,67.75,2.28,3.11,3.21,0.52,0.25,324.35,47.17,743.45,2
0.32,67.75,1.99,2.59,2.43,0.45,0.22,324.35,47.17,743.45,3
0.59,67.75,4.99,6.45,2.64,0.54,0.17,324.35,47.17,743.45,4
0.9,67.75,5.21,7.05,2.04,0.47,0.3,324.35,47.17,743.45,5
1.57,67.75,6.58,9.47,2.43,0.52,0.32,324.35,47.17,743.45,6
1.14,67.75,5.13,7.62,2.48,0.39,0.3,324.35,47.17,743.45,7
0.95,67.75,6.09,8.42,1.98,0.43,0.29,324.35,47.17,743.45,8
1.37,67.75,7.09,12.31,3.71,0.59,0.4,324.35,47.17,743.45,9
0.9,67.75,5.15,6.82,1.95,0.69,0.37,324.35,47.17,743.45,10
0.4,67.75,3.01,3.57,2.06,0.6,0.39,324.35,47.17,743.45,11
0.36,67.75,1.98,3.04,4.61,0.65,0.27,324.35,47.17,743.45,12
1.03,89.42,7.44,11.05,2.17,0.49,0.16,102.45,37.23,735.69,1
1.02,89.42,6.83,10.04,2.23,0.43,0.23,102.45,37.23,735.69,2
1.92,89.42,11.11,27.47,7.57,0.45,0.26,102.45,37.23,735.69,3
1.85,89.42,12.51,18.1,2.36,0.53,0.25,102.45,37.23,735.69,4
1.53,89.42,9.75,14.1,2.53,0.55,0.25,102.45,37.23,735.69,5
1.27,89.42,8.33,10.96,2.89,0.48,0.23,102.45,37.23,735.69,6
1.09,89.42,6.14,8.9,2.88,0.42,0.26,102.45,37.23,735.69,7
1.08,89.42,6.81,11.04,2.84,0.42,0.19,102.45,37.23,735.69,8
1.3,89.42,8.5,15.44,3.84,0.54,0.18,102.45,37.23,735.69,9
1.17,89.42,8.77,12.23,2.09,0.47,0.21,102.45,37.23,735.69,10
1.31,89.42,9.93,12.54,1.79,0.54,0.21,102.45,37.23,735.69,11
1.41,89.42,9.21,14.57,3.96,0.49,0.23,102.45,37.23,735.69,12
0.32,52.51,2.56,3.86,2.9,0.35,0.18,223.29,42.59,999.65,1
0.44,52.51,2.93,4.99,3.15,0.26,0.17,223.29,42.59,999.65,2
0.64,52.51,4.44,6.72,3.23,0.31,0.21,223.29,42.59,999.65,3
1.04,52.51,5.85,8.81,2.81,0.56,0.24,223.29,42.59,999.65,4
0.86,52.51,4.89,6.24,2.24,0.44,0.29,223.29,42.59,999.65,5
1.06,52.51,6.6,9.3,2.27,0.39,0.26,223.29,42.59,999.65,6
1.2,52.51,7.77,12.87,3.35,0.38,0.24,223.29,42.59,999.65,7
0.87,52.51,5.36,9.1,2.81,0.45,0.34,223.29,42.59,999.65,8
0.75,52.51,3.73,7.88,4.37,0.42,0.31,223.29,42.59,999.65,9
0.81,52.51,5.21,8.06,2.23,0.44,0.25,223.29,42.59,999.65,10
0.44,52.51,4.78,5.4,1.34,0.25,0.18,223.29,42.59,999.65,11
0.47,52.51,3.18,4.21,2.38,0.29,0.24,223.29,42.59,999.65,12
0.66,51.88,3.56,3.86,1.94,0.67,0.21,671.68,47.97,351.31,1
0.51,51.88,3.51,4.17,2.56,0.59,0.27,671.68,47.97,351.31,2
0.5,51.88,4.11,4.08,1.79,0.57,0.31,671.68,47.97,351.31,3
0.39,51.88,3.41,3.55,1.35,0.52,0.22,671.68,47.97,351.31,4
0.48,51.88,3.95,4.76,1.7,0.51,0.2,671.68,47.97,351.31,5
0.57,51.88,3.8,5.28,2.74,0.48,0.19,671.68,47.97,351.31,6
0.22,51.88,3.77,4.78,1.39,0.31,0.09,671.68,47.97,351.31,7
0.17,51.88,2.06,2.46,2.5,0.46,0.1,671.68,47.97,351.31,8
0.27,51.88,2.91,3.71,2.12,0.49,0.11,671.68,47.97,351.31,9
0.68,51.88,5.52,5.58,1.28,0.68,0.2,671.68,47.97,351.31,10
0.6,51.88,4.32,4.63,1.87,0.6,0.33,671.68,47.97,351.31,11
0.82,51.88,4.79,5.83,2.48,0.66,0.37,671.68,47.97,351.31,12
1.23,104.7,7.74,15.49,3.94,0.47,0.31,178.13,41.01,59.9,1
1.06,104.7,6.54,10.75,3.87,0.46,0.3,178.13,41.01,59.9,2
1.36,104.7,9.57,13.51,2.92,0.37,0.26,178.13,41.01,59.9,3
1.28,104.7,8.44,13.73,4.09,0.43,0.23,178.13,41.01,59.9,4
1.01,104.7,7.48,8.53,1.61,0.42,0.31,178.13,41.01,59.9,5
1.24,104.7,7.52,9.24,2.32,0.5,0.32,178.13,41.01,59.9,6
1.9,104.7,11.76,15.82,2.9,0.52,0.31,178.13,41.01,59.9,7
2.03,104.7,12.94,20.95,4.81,0.43,0.29,178.13,41.01,59.9,8
1.68,104.7,12.43,18.23,2.66,0.5,0.24,178.13,41.01,59.9,9
1.59,104.7,8.4,13.25,3.98,0.48,0.28,178.13,41.01,59.9,10
1.02,104.7,6.35,8.47,2.34,0.41,0.24,178.13,41.01,59.9,11
1.4,104.7,8.13,10.63,2.42,0.57,0.29,178.13,41.01,59.9,12
1.72,126.88,7.47,13.97,3.82,0.52,0.25,11.95,29.63,25.57,1
1.31,126.88,7.67,12.07,2.84,0.54,0.23,11.95,29.63,25.57,2
1.69,126.88,11.36,18.99,2.83,0.46,0.16,11.95,29.63,25.57,3
1.07,126.88,6.04,11.94,3.09,0.49,0.21,11.95,29.63,25.57,4
1.33,126.88,7.33,15.92,4.98,0.66,0.18,11.95,29.63,25.57,5
2.24,126.88,11.64,22.3,3.92,0.69,0.27,11.95,29.63,25.57,6
2.15,126.88,6.65,10.96,3.1,0.73,0.41,11.95,29.63,25.57,7
2.28,126.88,11.67,17.56,4.23,0.83,0.35,11.95,29.63,25.57,8
1.71,126.88,8.18,12.12,2.05,0.82,0.19,11.95,29.63,25.57,9
1.03,126.88,3.6,7.06,3.77,0.73,0.3,11.95,29.63,25.57,10
0.84,126.88,3.97,7.41,3.73,0.66,0.2,11.95,29.63,25.57,11
1.18,126.88,5.03,8.49,3.58,0.65,0.26,11.95,29.63,25.57,12
1.66,85.63,11.02,15.73,2.04,0.36,0.21,52.71,32.54,309.38,1
1.24,85.63,8.93,10.69,1.89,0.39,0.23,52.71,32.54,309.38,2
1.54,85.63,12.16,18.27,2.64,0.51,0.18,52.71,32.54,309.38,3
1.38,85.63,10.33,15.46,2.76,0.46,0.24,52.71,32.54,309.38,4
1.19,85.63,10.36,14.97,2.18,0.49,0.17,52.71,32.54,309.38,5
1.33,85.63,10.43,14.66,2.35,0.44,0.18,52.71,32.54,309.38,6
1.52,85.63,11.15,18.09,3.22,0.52,0.16,52.71,32.54,309.38,7
1.14,85.63,8.09,13.01,2.53,0.49,0.14,52.71,32.54,309.38,8
1.43,85.63,7.77,14.16,2.92,0.49,0.17,52.71,32.54,309.38,9
1.22,85.63,9.96,14.12,1.58,0.42,0.14,52.71,32.54,309.38,10
1.68,85.63,12.37,16.94,1.94,0.42,0.19,52.71,32.54,309.38,11
1.84,85.63,9.99,14.47,2.14,0.36,0.29,52.71,32.54,309.38,12
1.78,116.69,12.1,23.42,4.61,0.43,0.24,50.97,30.78,28.78,1
1.95,116.69,12.16,18.76,2.06,0.33,0.28,50.97,30.78,28.78,2
1.71,116.69,12.84,22.19,3.83,0.43,0.21,50.97,30.78,28.78,3
2.31,116.69,14.83,26.13,2.87,0.42,0.23,50.97,30.78,28.78,4
1.84,116.69,10.19,19.47,3.24,0.46,0.18,50.97,30.78,28.78,5
1.8,116.69,10.85,16.11,2.38,0.54,0.25,50.97,30.78,28.78,6
1.83,116.69,12.34,18.82,3.63,0.57,0.32,50.97,30.78,28.78,7
1.64,116.69,10.01,14.92,2.52,0.63,0.27,50.97,30.78,28.78,8
1.56,116.69,9.86,15.2,2.2,0.51,0.25,50.97,30.78,28.78,9
2.32,116.69,14.84,28.66,3.9,0.47,0.19,50.97,30.78,28.78,10
1.55,116.69,8.94,17.56,3.51,0.37,0.2,50.97,30.78,28.78,11
1.83,116.69,11.08,16.5,2.97,0.55,0.28,50.97,30.78,28.78,12
0.36,52.92,3.91,6.71,2.74,0.36,0.11,305.78,29.38,372.76,1
0.3,52.92,2.75,5.12,3.67,0.37,0.09,305.78,29.38,372.76,2
0.58,52.92,6,8.55,1.95,0.35,0.12,305.78,29.38,372.76,3
0.95,52.92,7.11,19.53,5.21,0.39,0.12,305.78,29.38,372.76,4
1.81,52.92,11.81,26.14,4.62,0.46,0.15,305.78,29.38,372.76,5
1.33,52.92,10.63,18.56,3.12,0.42,0.12,305.78,29.38,372.76,6
0.91,52.92,9.64,16.6,2.76,0.31,0.11,305.78,29.38,372.76,7
1.22,52.92,11.04,22.25,4.22,0.41,0.12,305.78,29.38,372.76,8
1.45,52.92,11.56,15.05,1.72,0.52,0.14,305.78,29.38,372.76,9
1.1,52.92,7.37,13.43,3.06,0.46,0.12,305.78,29.38,372.76,10
0.53,52.92,5.75,11.84,3.53,0.43,0.08,305.78,29.38,372.76,11
0.37,52.92,3.26,5.91,3.94,0.3,0.1,305.78,29.38,372.76,12
0.33,65.53,2.74,4.21,3.22,0.32,0.14,5.65,27.5,7.1,1
0.5,65.53,4.24,6.97,2.82,0.29,0.15,5.65,27.5,7.1,2
0.69,65.53,6.02,8.94,2.8,0.33,0.14,5.65,27.5,7.1,3
0.9,65.53,7.1,8.92,1.49,0.4,0.11,5.65,27.5,7.1,4
0.93,65.53,6.53,10.85,2.78,0.35,0.15,5.65,27.5,7.1,5
1.01,65.53,6.98,9.89,3.27,0.55,0.17,5.65,27.5,7.1,6
0.82,65.53,5.92,8.24,2.33,0.46,0.22,5.65,27.5,7.1,7
1.22,65.53,7.98,12.27,2.45,0.52,0.2,5.65,27.5,7.1,8
2.06,65.53,9.79,30.02,9.08,0.52,0.31,5.65,27.5,7.1,9
1.1,65.53,9.82,13.53,2.06,0.57,0.18,5.65,27.5,7.1,10
0.82,65.53,5.45,10.14,4.77,0.42,0.18,5.65,27.5,7.1,11
0.67,65.53,4.77,7.6,2.12,0.44,0.15,5.65,27.5,7.1,12
0.83,67.8,8.49,11.06,1.35,0.53,0.05,74.62,31.35,107.1,1
1.45,67.8,12.73,18.96,2.19,0.59,0.1,74.62,31.35,107.1,2
0.52,67.8,8.54,9.03,1.62,0.27,0.05,74.62,31.35,107.1,3
1.66,67.8,11.17,16.13,1.9,0.57,0.08,74.62,31.35,107.1,4
0.39,67.8,3.83,6.82,2.38,0.45,0.03,74.62,31.35,107.1,5
1.09,67.8,7.13,11.3,2.34,0.56,0.19,74.62,31.35,107.1,6
1.1,67.8,11.87,20.15,2.83,0.58,0.17,74.62,31.35,107.1,7
1.5,67.8,9.98,15.77,3.24,0.58,0.12,74.62,31.35,107.1,8
0.7,67.8,9.21,8.78,0.82,0.44,0.09,74.62,31.35,107.1,9
1.69,67.8,11.32,15.11,1.33,0.36,0.12,74.62,31.35,107.1,10
0.47,67.8,4.39,7.25,2.4,0.42,0.08,74.62,31.35,107.1,11
1.58,67.8,13.08,12.52,1.32,0.55,0.14,74.62,31.35,107.1,12
1.27,96.16,8.39,11.38,2.08,0.49,0.2,163.83,36.62,654.73,1
1.22,96.16,7.95,12.29,2.9,0.45,0.25,163.83,36.62,654.73,2
1.42,96.16,9.8,13.87,2.5,0.48,0.23,163.83,36.62,654.73,3
1.2,96.16,7.86,10.76,2.82,0.58,0.28,163.83,36.62,654.73,4
1.73,96.16,9.73,16.32,3.35,0.58,0.28,163.83,36.62,654.73,5
1.47,96.16,9.16,16.04,3,0.43,0.21,163.83,36.62,654.73,6
1.24,96.16,10.44,14.37,2.37,0.55,0.21,163.83,36.62,654.73,7
1.01,96.16,6.56,9.66,2.63,0.43,0.23,163.83,36.62,654.73,8
1.53,96.16,8.02,15.91,5.28,0.56,0.19,163.83,36.62,654.73,9
1.73,96.16,11.12,17.17,2.28,0.52,0.25,163.83,36.62,654.73,10
1.24,96.16,9.68,13.53,2.12,0.39,0.25,163.83,36.62,654.73,11
1.67,96.16,10.45,13.73,2.57,0.48,0.29,163.83,36.62,654.73,12
0.46,77.3,3.29,4.94,2.44,0.48,0.2,228.84,41.91,997.85,1
0.59,77.3,4.21,5.93,2.05,0.48,0.2,228.84,41.91,997.85,2
0.8,77.3,5.13,7.1,3.51,0.47,0.22,228.84,41.91,997.85,3
1.16,77.3,7.83,10.52,3.35,0.63,0.24,228.84,41.91,997.85,4
1.15,77.3,8.52,10.15,1.85,0.54,0.22,228.84,41.91,997.85,5
1.07,77.3,7.44,8.66,2.55,0.57,0.29,228.84,41.91,997.85,6
1.27,77.3,8.78,13.34,6.2,0.57,0.26,228.84,41.91,997.85,7
1.12,77.3,7.18,9.01,1.64,0.51,0.27,228.84,41.91,997.85,8
1.56,77.3,8.54,20.13,4.95,0.51,0.24,228.84,41.91,997.85,9
0.92,77.3,6.33,8.44,2.89,0.57,0.25,228.84,41.91,997.85,10
0.58,77.3,4.87,5.24,1.87,0.44,0.19,228.84,41.91,997.85,11
0.67,77.3,4.44,5.76,2.08,0.47,0.27,228.84,41.91,997.85,12
0.16,76.83,1.95,3.05,3.82,0.25,0.11,401.21,43.4,1386.88,1
0.29,76.83,2.93,5.19,3.24,0.29,0.14,401.21,43.4,1386.88,2
0.63,76.83,4.27,6.5,2.81,0.46,0.19,401.21,43.4,1386.88,3
0.92,76.83,5.95,6.85,1.63,0.5,0.28,401.21,43.4,1386.88,4
1.3,76.83,7.61,9.9,2.07,0.52,0.32,401.21,43.4,1386.88,5
1.68,76.83,9.35,13.78,2.85,0.54,0.31,401.21,43.4,1386.88,6
1.21,76.83,9.25,12.57,2.45,0.52,0.18,401.21,43.4,1386.88,7
1.3,76.83,7.49,10.82,2.24,0.53,0.29,401.21,43.4,1386.88,8
1.23,76.83,6.53,9.88,2.94,0.53,0.28,401.21,43.4,1386.88,9
0.96,76.83,7.37,9.5,2.21,0.6,0.17,401.21,43.4,1386.88,10
0.47,76.83,4.15,6.21,2.32,0.4,0.15,401.21,43.4,1386.88,11
0.5,76.83,3.28,5.39,3.23,0.25,0.14,401.21,43.4,1386.88,12
0.79,66.69,7.89,8.92,1.12,0.37,0.17,202.92,35.02,217.43,1
0.75,66.69,6.09,7.35,2.27,0.33,0.25,202.92,35.02,217.43,2
0.82,66.69,6.29,7.64,2.26,0.46,0.24,202.92,35.02,217.43,3
0.99,66.69,7.76,11.12,3.66,0.37,0.2,202.92,35.02,217.43,4
0.99,66.69,7.4,9.16,2.03,0.45,0.23,202.92,35.02,217.43,5
1.19,66.69,7.69,10.64,2.23,0.42,0.24,202.92,35.02,217.43,6
1.12,66.69,6.9,9.65,2.79,0.46,0.27,202.92,35.02,217.43,7
0.91,66.69,8.45,10.27,1.41,0.43,0.24,202.92,35.02,217.43,8
1.05,66.69,8.01,9.74,1.98,0.56,0.15,202.92,35.02,217.43,9
1.05,66.69,9.59,12.71,2.5,0.42,0.14,202.92,35.02,217.43,10
0.99,66.69,8.62,13.64,2.57,0.42,0.17,202.92,35.02,217.43,11
1.31,66.69,8.84,11.06,1.75,0.43,0.24,202.92,35.02,217.43,12
0.52,25.28,4.19,4.61,1.18,0.49,0.12,76.17,36.32,150.12,1
0.37,25.28,3.96,4.33,1.43,0.54,0.15,76.17,36.32,150.12,2
0.49,25.28,4.27,7.02,2.92,0.47,0.1,76.17,36.32,150.12,3
0.37,25.28,5.08,5.89,1.32,0.33,0.07,76.17,36.32,150.12,4
0.15,25.28,2.64,3.09,1.39,0.32,0.04,76.17,36.32,150.12,5
0.05,25.28,4.72,4.72,0.94,0.4,0.01,76.17,36.32,150.12,6
0.03,25.28,2.67,3.51,0.93,0,0.01,76.17,36.32,150.12,7
0.01,25.28,1.21,1.14,0.62,0,0.01,76.17,36.32,150.12,9
0.23,25.28,2.89,4.01,2.7,0.39,0.1,76.17,36.32,150.12,10
0.35,25.28,2.42,3.67,2.68,0.46,0.16,76.17,36.32,150.12,11
0.56,25.28,4.7,6.61,2.68,0.47,0.2,76.17,36.32,150.12,12
1.58,94.77,11.88,14.09,1.7,0.47,0.2,178.16,34.65,443.42,1
1.18,94.77,8.01,9.78,1.87,0.46,0.3,178.16,34.65,443.42,2
1.36,94.77,10.77,11.59,1.46,0.48,0.24,178.16,34.65,443.42,3
1.61,94.77,9.22,11.74,1.86,0.45,0.29,178.16,34.65,443.42,4
1.45,94.77,9,14.27,3.52,0.56,0.24,178.16,34.65,443.42,5
1.07,94.77,6.44,9.56,2.86,0.54,0.22,178.16,34.65,443.42,6
1.47,94.77,7.44,12.02,3.48,0.51,0.32,178.16,34.65,443.42,7
1.28,94.77,7.32,11.05,2.27,0.56,0.27,178.16,34.65,443.42,8
1.43,94.77,8.11,15.44,3.01,0.54,0.25,178.16,34.65,443.42,9
1.13,94.77,8.17,10.61,1.85,0.58,0.22,178.16,34.65,443.42,10
1.54,94.77,9.67,13.72,2.17,0.46,0.21,178.16,34.65,443.42,11
1.72,94.77,11.49,16.47,3.38,0.5,0.27,178.16,34.65,443.42,12
0.89,59.82,6.77,10.33,2.87,0.38,0.22,20.39,41.68,3.32,1
0.63,59.82,4.24,7,3.51,0.34,0.21,20.39,41.68,3.32,2
1.32,59.82,7.49,14.13,4.8,0.33,0.23,20.39,41.68,3.32,3
1.05,59.82,7.64,11.01,2.17,0.4,0.21,20.39,41.68,3.32,4
0.87,59.82,5.55,8.11,2.46,0.42,0.26,20.39,41.68,3.32,5
0.93,59.82,7.16,10.11,2.09,0.23,0.26,20.39,41.68,3.32,6
1.09,59.82,7.44,16.91,5.44,0.29,0.22,20.39,41.68,3.32,7
1.18,59.82,5.49,11.33,3.31,0.28,0.28,20.39,41.68,3.32,8
1.14,59.82,7.59,12.62,3.74,0.26,0.24,20.39,41.68,3.32,9
1.26,59.82,7.68,11.94,2.61,0.39,0.25,20.39,41.68,3.32,10
0.97,59.82,7.92,9.92,1.65,0.31,0.19,20.39,41.68,3.32,11
1.19,59.82,8.28,10.42,2,0.27,0.29,20.39,41.68,3.32,12
0.64,70.14,4.44,6.85,2.36,0.44,0.23,215.1,41.34,678.02,1
0.83,70.14,4.86,7.83,2.98,0.42,0.26,215.1,41.34,678.02,2
0.88,70.14,5.69,8.39,2.97,0.44,0.29,215.1,41.34,678.02,3
0.97,70.14,7.43,8.59,1.87,0.5,0.34,215.1,41.34,678.02,4
1.24,70.14,7.28,10.81,3.4,0.56,0.25,215.1,41.34,678.02,5
1.4,70.14,7.69,12.75,4.05,0.55,0.28,215.1,41.34,678.02,6
1.42,70.14,6.98,11.01,2.33,0.5,0.26,215.1,41.34,678.02,7
1.31,70.14,6.57,15.31,6.55,0.5,0.3,215.1,41.34,678.02,8
1.1,70.14,6.79,10.95,3.55,0.51,0.26,215.1,41.34,678.02,9
0.88,70.14,5.02,6.97,2.49,0.5,0.32,215.1,41.34,678.02,10
1.02,70.14,6.72,10.59,3.37,0.46,0.24,215.1,41.34,678.02,11
0.71,70.14,4.62,5.63,1.45,0.46,0.29,215.1,41.34,678.02,12
1.1,87.81,8.78,11.1,2.37,0.4,0.23,170.6,36.57,199.05,1
0.83,87.81,6.42,7.83,2.16,0.36,0.27,170.6,36.57,199.05,2
1.1,87.81,7.32,9.65,2.37,0.51,0.27,170.6,36.57,199.05,3
1.22,87.81,8.54,11.46,2.15,0.45,0.27,170.6,36.57,199.05,4
