MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
0.82,24.79,2.41,3.36,2.25,0.35,0.11,1172.61,48.6,725.34,4
1.95,24.79,4.06,6.32,2.99,0.51,0.17,1172.61,48.6,725.34,5
2.87,24.79,5.73,8.59,2.37,0.41,0.18,1172.61,48.6,725.34,6
1.63,24.79,3.18,4.56,2.95,0.35,0.13,1172.61,48.6,725.34,7
1.23,24.79,3.47,4.81,1.86,0.48,0.08,1172.61,48.6,725.34,8
1.33,24.79,5.19,7.11,1.87,0.43,0.09,1172.61,48.6,725.34,9
0.64,24.79,2.12,3.35,2.68,0.21,0.09,1172.61,48.6,725.34,10
0.61,24.79,1.51,1.43,1.12,0.32,0.06,1172.61,48.6,725.34,11
0.25,24.79,0.92,1.05,2.57,0.15,0.06,1172.61,48.6,725.34,12
5.15,67.03,10.03,13.55,2.99,0.22,0.18,57.58,31.54,156.75,1
7.24,67.03,11.8,16.55,2.05,0.28,0.17,57.58,31.54,156.75,2
5.2,67.03,7.96,9.61,1.63,0.36,0.14,57.58,31.54,156.75,3
6.32,67.03,10.58,13.81,2.01,0.32,0.14,57.58,31.54,156.75,4
4.22,67.03,5.83,9.17,2.53,0.37,0.11,57.58,31.54,156.75,5
9.5,67.03,10.98,14.5,2.32,0.43,0.17,57.58,31.54,156.75,6
7.04,67.03,8.25,12.89,4.02,0.37,0.21,57.58,31.54,156.75,7
9.48,67.03,9.59,12.32,1.96,0.36,0.21,57.58,31.54,156.75,8
3.56,67.03,6.42,10.89,3.43,0.38,0.11,57.58,31.54,156.75,9
4.86,67.03,4.41,6.85,3.1,0.38,0.09,57.58,31.54,156.75,10
4.31,67.03,10.53,16.09,2.09,0.29,0.09,57.58,31.54,156.75,11
8.99,67.03,14.54,19.62,2.46,0.32,0.17,57.58,31.54,156.75,12
4.24,82.06,7.36,9.75,1.98,0.53,0.18,240.72,35.2,267.12,1
3.72,82.06,6.56,8.23,2.17,0.4,0.25,240.72,35.2,267.12,2
4.13,82.06,7.46,9.13,2.25,0.5,0.25,240.72,35.2,267.12,3
4.56,82.06,9.19,12.93,1.94,0.48,0.17,240.72,35.2,267.12,4
7.98,82.06,9.64,13.24,1.83,0.54,0.21,240.72,35.2,267.12,5
6.29,82.06,6.48,9.23,2.23,0.55,0.23,240.72,35.2,267.12,6
8.04,82.06,6.93,10.65,2,0.52,0.28,240.72,35.2,267.12,7
7.99,82.06,8.16,16.63,4.42,0.5,0.23,240.72,35.2,267.12,8
7.36,82.06,9.1,12.4,2.04,0.55,0.21,240.72,35.2,267.12,9
4.07,82.06,6.77,9.46,2.31,0.46,0.21,240.72,35.2,267.12,10
4.6,82.06,11,14.54,1.88,0.4,0.18,240.72,35.2,267.12,11
5.14,82.06,9.24,12.58,1.89,0.53,0.26,240.72,35.2,267.12,12
6.94,85.2,9.13,14.47,2.38,0.44,0.24,24.94,31.33,176.08,1
6.8,85.2,10.5,16.71,2.93,0.45,0.23,24.94,31.33,176.08,2
6.2,85.2,9.18,13.64,2.5,0.49,0.17,24.94,31.33,176.08,3
8.45,85.2,11.27,23.33,4.97,0.46,0.18,24.94,31.33,176.08,4
5.06,85.2,7.89,11.04,2.51,0.56,0.12,24.94,31.33,176.08,5
4.95,85.2,7.65,10.75,2.09,0.58,0.13,24.94,31.33,176.08,6
9.62,85.2,11.28,15.99,2.94,0.45,0.17,24.94,31.33,176.08,7
5.88,85.2,9.21,14.02,2.26,0.52,0.18,24.94,31.33,176.08,8
6.19,85.2,10.35,17.49,2.8,0.44,0.17,24.94,31.33,176.08,9
8.89,85.2,10.39,22.12,3.25,0.45,0.2,24.94,31.33,176.08,10
6.23,85.2,8.22,13.44,2.44,0.4,0.23,24.94,31.33,176.08,11
10.41,85.2,9.98,16.2,2.61,0.52,0.3,24.94,31.33,176.08,12
1.17,82.66,2.54,3.35,2.03,0.26,0.1,430.49,37.75,914.07,1
3.02,82.66,5.18,8.37,3.82,0.31,0.13,430.49,37.75,914.07,2
4.32,82.66,7.46,10.94,2.07,0.47,0.16,430.49,37.75,914.07,3
6.8,82.66,8.09,12.91,3.16,0.41,0.25,430.49,37.75,914.07,4
8.75,82.66,12.33,14.56,1.37,0.5,0.26,430.49,37.75,914.07,5
10.11,82.66,14.03,13.62,0.96,0.38,0.23,430.49,37.75,914.07,6
10.04,82.66,11.21,14.58,2.36,0.39,0.17,430.49,37.75,914.07,7
9.63,82.66,11.36,15.11,1.57,0.38,0.23,430.49,37.75,914.07,8
7.28,82.66,11.54,24.39,4.5,0.36,0.19,430.49,37.75,914.07,9
5.69,82.66,9.61,12.07,2.59,0.38,0.17,430.49,37.75,914.07,10
2.8,82.66,6.23,9.62,2.89,0.47,0.1,430.49,37.75,914.07,11
2.44,82.66,5.38,8.33,2.2,0.22,0.14,430.49,37.75,914.07,12
2.12,38.34,4.81,6.42,2.31,0.51,0.17,361.46,39.3,264.74,1
1.75,38.34,3.42,4.12,1.99,0.31,0.14,361.46,39.3,264.74,2
2.48,38.34,6.32,7.02,1.29,0.44,0.1,361.46,39.3,264.74,3
3.48,38.34,5.91,7.84,1.84,0.41,0.13,361.46,39.3,264.74,4
2.77,38.34,5.62,6.98,1.75,0.34,0.11,361.46,39.3,264.74,5
4.45,38.34,7.82,9.53,1.92,0.36,0.09,361.46,39.3,264.74,6
4.04,38.34,8.68,9.63,1.19,0.4,0.13,361.46,39.3,264.74,7
4.58,38.34,5.64,11.24,3.5,0.35,0.11,361.46,39.3,264.74,8
3.01,38.34,5.62,8.42,3.16,0.42,0.15,361.46,39.3,264.74,9
2.43,38.34,6.3,10.65,2.83,0.31,0.13,361.46,39.3,264.74,10
1.91,38.34,5.02,7.54,3.15,0.26,0.1,361.46,39.3,264.74,11
2.64,38.34,6.17,7.21,1.39,0.48,0.14,361.46,39.3,264.74,12
3.5,71.16,5.96,8.69,2.06,0.42,0.21,255.01,39.13,804.37,1
3.69,71.16,5.21,7.82,3.15,0.35,0.23,255.01,39.13,804.37,2
4.89,71.16,7.89,9.22,1.39,0.35,0.24,255.01,39.13,804.37,3
5.81,71.16,9.38,9.81,1.13,0.44,0.26,255.01,39.13,804.37,4
6.09,71.16,6.69,10.57,2.93,0.48,0.29,255.01,39.13,804.37,5
8.66,71.16,10.38,13.07,1.89,0.41,0.26,255.01,39.13,804.37,6
6.28,71.16,6.33,8.52,1.69,0.37,0.28,255.01,39.13,804.37,7
6.33,71.16,6.06,10.42,2.49,0.35,0.19,255.01,39.13,804.37,8
7.13,71.16,6.73,10.35,2.58,0.38,0.25,255.01,39.13,804.37,9
5.28,71.16,7.48,10.05,2.01,0.42,0.23,255.01,39.13,804.37,10
4.39,71.16,7.82,9.58,1.81,0.4,0.2,255.01,39.13,804.37,11
4.74,71.16,6.54,11.76,4.54,0.44,0.31,255.01,39.13,804.37,12
1.78,17.15,7.97,13.44,3.25,0.53,0.06,1252.39,37.37,310.67,1
1.59,17.15,6.11,6.45,1.36,0.37,0.07,1252.39,37.37,310.67,2
0.92,17.15,2.28,4,3.48,0.4,0.06,1252.39,37.37,310.67,3
1,17.15,3.11,5.12,2.59,0.24,0.05,1252.39,37.37,310.67,4
0.57,17.15,1.57,2.81,4.27,0.51,0.06,1252.39,37.37,310.67,5
0.86,17.15,4.93,8.83,3,0.34,0.04,1252.39,37.37,310.67,6
1.1,17.15,2.3,3.03,2.41,0.39,0.06,1252.39,37.37,310.67,7
0.38,17.15,2.14,3.65,3.41,0.59,0.03,1252.39,37.37,310.67,8
0.32,17.15,1.81,3.01,3.27,0.36,0.03,1252.39,37.37,310.67,9
1.67,17.15,4.11,6.21,2.69,0.44,0.08,1252.39,37.37,310.67,10
0.95,17.15,3.64,4.5,1.86,0.31,0.04,1252.39,37.37,310.67,11
2.03,17.15,6.97,12.77,4.36,0.31,0.08,1252.39,37.37,310.67,12
1.6,106.46,2.54,3.58,3.19,0.41,0.14,281.89,41.99,1347.17,1
1.46,106.46,2.66,3.93,2.51,0.3,0.18,281.89,41.99,1347.17,2
3.94,106.46,5.67,7.54,1.99,0.46,0.21,281.89,41.99,1347.17,3
6.62,106.46,9.83,13.13,2.3,0.56,0.3,281.89,41.99,1347.17,4
9.66,106.46,11.09,14.88,2.23,0.55,0.3,281.89,41.99,1347.17,5
7.41,106.46,10.92,13.96,1.96,0.55,0.3,281.89,41.99,1347.17,6
9.27,106.46,9.15,11.1,1.78,0.56,0.27,281.89,41.99,1347.17,7
11.46,106.46,8.97,14.46,3.23,0.55,0.35,281.89,41.99,1347.17,8
8.62,106.46,9.15,12.13,1.92,0.43,0.3,281.89,41.99,1347.17,9
4.86,106.46,8.57,11.81,2.53,0.52,0.23,281.89,41.99,1347.17,10
2.99,106.46,6.3,8.89,1.92,0.47,0.16,281.89,41.99,1347.17,11
2.48,106.46,5.22,9,3.22,0.38,0.17,281.89,41.99,1347.17,12
5.61,90.73,9.09,12.07,2.17,0.54,0.22,234.1,34.5,277.59,1
4.9,90.73,7.8,9.2,1.92,0.47,0.26,234.1,34.5,277.59,2
5.36,90.73,8.68,10.81,2.03,0.43,0.27,234.1,34.5,277.59,3
6.18,90.73,9.1,12.17,2.34,0.4,0.25,234.1,34.5,277.59,4
7,90.73,8.62,11.57,2.59,0.5,0.21,234.1,34.5,277.59,5
8.42,90.73,8.37,14.65,3.53,0.48,0.24,234.1,34.5,277.59,6
9.83,90.73,9.66,13.12,2.16,0.57,0.24,234.1,34.5,277.59,7
6.5,90.73,7.93,12.83,2.71,0.43,0.27,234.1,34.5,277.59,8
6.86,90.73,8.08,11.62,2.19,0.48,0.2,234.1,34.5,277.59,9
6.54,90.73,8.94,16.14,3.05,0.39,0.24,234.1,34.5,277.59,10
4.19,90.73,8.83,12.6,2.29,0.51,0.17,234.1,34.5,277.59,11
7.68,90.73,10.48,13.97,1.77,0.56,0.27,234.1,34.5,277.59,12
1.93,48.53,3.95,5.1,2.61,0.45,0.18,317.66,41.04,443.53,1
2.04,48.53,4.17,6.1,3.43,0.55,0.19,317.66,41.04,443.53,2
2.33,48.53,5.79,6.72,1.88,0.52,0.14,317.66,41.04,443.53,3
2.33,48.53,4.63,5.74,2.35,0.47,0.22,317.66,41.04,443.53,4
5.13,48.53,6.63,9.73,3.02,0.54,0.17,317.66,41.04,443.53,5
5.69,48.53,8.59,11.02,2.51,0.51,0.19,317.66,41.04,443.53,6
7.05,48.53,6.21,10.7,6.14,0.45,0.21,317.66,41.04,443.53,7
4.25,48.53,6.59,10.26,4.4,0.59,0.15,317.66,41.04,443.53,8
3.9,48.53,7.2,8.77,1.68,0.52,0.2,317.66,41.04,443.53,9
4.68,48.53,4.96,8.97,3.8,0.49,0.21,317.66,41.04,443.53,10
1.93,48.53,3.88,6.17,3.14,0.49,0.21,317.66,41.04,443.53,11
2.1,48.53,4.32,6.29,2.72,0.4,0.2,317.66,41.04,443.53,12
0.79,47.01,1.79,2.75,3.44,0.12,0.08,1423.56,40.17,1336.54,1
0.38,47.01,1,1.21,3.33,0.19,0.11,1423.56,40.17,1336.54,2
1.41,47.01,2.45,4.73,3.71,0.35,0.13,1423.56,40.17,1336.54,3
2.18,47.01,4.59,7.18,2.75,0.51,0.21,1423.56,40.17,1336.54,4
4.55,47.01,5.63,7.25,2.2,0.55,0.29,1423.56,40.17,1336.54,5
3.53,47.01,6.05,7.38,1.96,0.42,0.21,1423.56,40.17,1336.54,6
5.89,47.01,5.91,7.34,1.82,0.52,0.24,1423.56,40.17,1336.54,7
4.54,47.01,5.25,7.77,2.5,0.53,0.24,1423.56,40.17,1336.54,8
2.49,47.01,4.15,5.6,1.98,0.41,0.16,1423.56,40.17,1336.54,9
1.52,47.01,4,4.84,1.52,0.35,0.11,1423.56,40.17,1336.54,10
0.74,47.01,2.54,2.8,2.09,0.29,0.08,1423.56,40.17,1336.54,11
0.41,47.01,1.24,1.27,1.57,0.14,0.08,1423.56,40.17,1336.54,12
5.68,68.22,8.73,15.85,2.84,0.43,0.15,197.52,29.71,173.17,1
2.94,68.22,6.05,9.2,1.82,0.33,0.11,197.52,29.71,173.17,2
5.94,68.22,8.43,14.39,3.68,0.49,0.16,197.52,29.71,173.17,3
5.97,68.22,7.43,11.31,2.57,0.43,0.16,197.52,29.71,173.17,4
7.39,68.22,8.87,11.84,1.74,0.49,0.19,197.52,29.71,173.17,5
3.9,68.22,7.71,9.2,2.04,0.52,0.13,197.52,29.71,173.17,6
8.31,68.22,15.76,30.74,4.08,0.6,0.11,197.52,29.71,173.17,7
4.82,68.22,15.82,29.48,2.9,0.53,0.1,197.52,29.71,173.17,8
8.29,68.22,11.91,16.71,1.93,0.53,0.16,197.52,29.71,173.17,9
4.21,68.22,10.56,16.82,2.36,0.35,0.11,197.52,29.71,173.17,10
3.44,68.22,5.15,9.24,2.75,0.48,0.12,197.52,29.71,173.17,11
4.23,68.22,5.72,11.65,4.47,0.45,0.16,197.52,29.71,173.17,12
1.9,63.57,3.74,5.85,2.62,0.41,0.17,244.01,41.87,678.13,1
2.37,63.57,4.29,6.28,2.69,0.46,0.17,244.01,41.87,678.13,2
2.21,63.57,4.97,6.78,2.25,0.42,0.22,244.01,41.87,678.13,3
3.12,63.57,6.25,7.89,1.74,0.57,0.22,244.01,41.87,678.13,4
3.71,63.57,5.3,8.47,3.27,0.58,0.21,244.01,41.87,678.13,5
4.74,63.57,7.12,10.79,2.49,0.53,0.2,244.01,41.87,678.13,6
7.89,63.57,10.64,15.11,2.09,0.59,0.18,244.01,41.87,678.13,7
5.17,63.57,6.95,10.34,2.82,0.55,0.29,244.01,41.87,678.13,8
3.66,63.57,5.08,8.44,4.36,0.56,0.35,244.01,41.87,678.13,9
2.4,63.57,3.58,5.08,2.58,0.51,0.32,244.01,41.87,678.13,10
3.08,63.57,4.57,6.17,2.81,0.48,0.21,244.01,41.87,678.13,11
1.85,63.57,4.44,6.26,2.06,0.44,0.16,244.01,41.87,678.13,12
6.07,81.03,9.55,12.75,2.42,0.24,0.2,57.38,31.54,90.81,1
6.15,81.03,9.97,12.24,1.77,0.36,0.24,57.38,31.54,90.81,2
7.7,81.03,10.48,18.9,3.91,0.36,0.2,57.38,31.54,90.81,3
7.39,81.03,12.69,16.14,2.22,0.37,0.16,57.38,31.54,90.81,4
8.24,81.03,11.33,14.54,2.23,0.46,0.15,57.38,31.54,90.81,5
7.52,81.03,8.31,12.78,4.06,0.52,0.27,57.38,31.54,90.81,6
8.49,81.03,8.24,11.72,2.22,0.48,0.3,57.38,31.54,90.81,7
11.29,81.03,9.43,13.29,2.34,0.57,0.28,57.38,31.54,90.81,8
8.82,81.03,9.11,15.29,3.38,0.44,0.2,57.38,31.54,90.81,9
6.77,81.03,9.62,17.95,3.23,0.41,0.16,57.38,31.54,90.81,10
3.45,81.03,8.71,13.42,2.91,0.4,0.12,57.38,31.54,90.81,11
5.85,81.03,10.17,14.45,2.66,0.43,0.19,57.38,31.54,90.81,12
0.43,42.46,1.37,1.3,0.83,0.13,0.04,1196.29,42.06,1514.71,1
0.75,42.46,1.82,2.69,3.4,0.34,0.13,1196.29,42.06,1514.71,2
1.15,42.46,3.16,6.13,3.57,0.31,0.14,1196.29,42.06,1514.71,3
3.06,42.46,4.9,7.24,3.28,0.47,0.23,1196.29,42.06,1514.71,4
3.31,42.46,5.99,8.37,2.28,0.56,0.25,1196.29,42.06,1514.71,5
4.89,42.46,6.14,8.16,2.53,0.51,0.22,1196.29,42.06,1514.71,6
3.9,42.46,5.2,6.05,1.85,0.54,0.19,1196.29,42.06,1514.71,7
4.85,42.46,5.14,7.42,2.7,0.41,0.22,1196.29,42.06,1514.71,8
2.88,42.46,3.72,5.08,2.52,0.49,0.17,1196.29,42.06,1514.71,9
2.18,42.46,3.63,6.46,4.38,0.49,0.17,1196.29,42.06,1514.71,10
0.98,42.46,2.6,3.58,2.24,0.35,0.1,1196.29,42.06,1514.71,11
0.4,42.46,1.16,1.12,1.01,0.39,0.07,1196.29,42.06,1514.71,12
6.26,90.1,9.98,14.09,2.14,0.44,0.19,92.06,31.15,154.61,1
6.98,90.1,10.14,19.18,3.99,0.39,0.24,92.06,31.15,154.61,2
10.26,90.1,12.02,17.65,3.48,0.55,0.14,92.06,31.15,154.61,3
10.58,90.1,11.29,28.82,6.01,0.4,0.22,92.06,31.15,154.61,4
6.67,90.1,8.38,13.71,4.5,0.49,0.18,92.06,31.15,154.61,5
9.31,90.1,12.47,17.87,2.5,0.5,0.17,92.06,31.15,154.61,6
8.87,90.1,11.48,18.67,3.81,0.45,0.19,92.06,31.15,154.61,7
6.46,90.1,10.96,16.87,2.45,0.54,0.22,92.06,31.15,154.61,8
7.32,90.1,7.88,15.52,3.75,0.45,0.15,92.06,31.15,154.61,9
8,90.1,12.57,22.96,3.35,0.47,0.19,92.06,31.15,154.61,10
7.38,90.1,9.19,15.93,2.77,0.29,0.19,92.06,31.15,154.61,11
6.47,90.1,10.14,13.95,3.08,0.45,0.22,92.06,31.15,154.61,12
1.59,25.02,2.46,2.89,1.72,0.47,0.15,1332.77,41.49,291.45,1
1.15,25.02,2.31,2.25,1.3,0.46,0.22,1332.77,41.49,291.45,2
1.48,25.02,2.58,3.29,2.88,0.58,0.2,1332.77,41.49,291.45,3
1.83,25.02,3.29,4.16,2.28,0.43,0.25,1332.77,41.49,291.45,4
1.7,25.02,3.47,4.2,2.63,0.6,0.15,1332.77,41.49,291.45,5
1.18,25.02,2.94,3.08,1.61,0.36,0.09,1332.77,41.49,291.45,6
0.79,25.02,2.83,3.85,2.32,0.33,0.05,1332.77,41.49,291.45,7
0.48,25.02,1.94,1.52,1.63,0.25,0.05,1332.77,41.49,291.45,8
0.89,25.02,3.38,3.23,1.56,0.36,0.06,1332.77,41.49,291.45,9
2.17,25.02,4.38,4.81,1.81,0.58,0.12,1332.77,41.49,291.45,10
1.39,25.02,2.88,2.6,1.21,0.55,0.19,1332.77,41.49,291.45,11
1.83,25.02,3.59,4.41,3.08,0.56,0.19,1332.77,41.49,291.45,12
0.42,48.02,1.18,0.95,1.65,0.39,0.09,902.82,46.36,1362.02,1
0.6,48.02,1.25,1.58,2.93,0.33,0.14,902.82,46.36,1362.02,2
1.09,48.02,2.13,1.91,1.1,0.3,0.13,902.82,46.36,1362.02,3
2.24,48.02,4.45,5.01,1.64,0.38,0.18,902.82,46.36,1362.02,4
4.27,48.02,6.61,9.3,2.74,0.6,0.27,902.82,46.36,1362.02,5
3.63,48.02,4.01,4.98,2.29,0.46,0.3,902.82,46.36,1362.02,6
4.42,48.02,5.79,6.34,1.36,0.49,0.2,902.82,46.36,1362.02,7
3.66,48.02,4.52,6.98,4.53,0.54,0.23,902.82,46.36,1362.02,8
3.72,48.02,5.02,7.82,3.16,0.53,0.18,902.82,46.36,1362.02,9
1.48,48.02,3.22,4.06,2.09,0.5,0.15,902.82,46.36,1362.02,10
0.94,48.02,1.96,2.3,2.15,0.35,0.11,902.82,46.36,1362.02,11
0.56,48.02,1.28,1.76,3.47,0.23,0.09,902.82,46.36,1362.02,12
0.9,38.09,5.95,11.78,2.32,0.52,0.15,923.46,45.6,1437.26,1
1.08,38.09,1.39,2.58,5,0.4,0.19,923.46,45.6,1437.26,2
2.26,38.09,2.42,4.41,3.93,0.42,0.17,923.46,45.6,1437.26,3
2.2,38.09,3.68,5.59,2.59,0.49,0.25,923.46,45.6,1437.26,4
3.14,38.09,5.11,5.88,1.95,0.52,0.26,923.46,45.6,1437.26,5
4.02,38.09,5.41,7.08,2.46,0.44,0.29,923.46,45.6,1437.26,6
5.91,38.09,6.61,9.98,2.09,0.26,0.22,923.46,45.6,1437.26,7
3.65,38.09,5.24,6.92,2.67,0.37,0.22,923.46,45.6,1437.26,8
2.95,38.09,4.91,8.71,3.21,0.38,0.16,923.46,45.6,1437.26,9
2.24,38.09,3.78,5.63,2.06,0.4,0.14,923.46,45.6,1437.26,10
0.49,38.09,1.33,1.52,2.12,0.3,0.12,923.46,45.6,1437.26,11
0.8,38.09,2.36,4.62,4.8,0.4,0.18,923.46,45.6,1437.26,12
6.42,67.21,9.91,16.02,2.95,0.31,0.17,6.25,30.04,22.42,1
4.88,67.21,7.74,9.26,1.56,0.23,0.22,6.25,30.04,22.42,2
4.71,67.21,8.51,12.11,2.11,0.39,0.14,6.25,30.04,22.42,3
10.74,67.21,11.34,15.18,1.48,0.41,0.18,6.25,30.04,22.42,4
9.5,67.21,14.31,18.93,2.37,0.52,0.11,6.25,30.04,22.42,5
7.09,67.21,10.52,13.79,1.94,0.52,0.19,6.25,30.04,22.42,6
5.64,67.21,8.7,18.52,5.26,0.47,0.2,6.25,30.04,22.42,7
7.16,67.21,9.18,15.82,2.93,0.49,0.18,6.25,30.04,22.42,8
6.97,67.21,7.8,12.3,2.44,0.42,0.15,6.25,30.04,22.42,9
9.54,67.21,13.01,24,2.91,0.28,0.14,6.25,30.04,22.42,10
7.12,67.21,10.3,21.54,4.51,0.29,0.14,6.25,30.04,22.42,11
6.43,67.21,8.61,18.46,4.5,0.26,0.23,6.25,30.04,22.42,12
2.96,72.06,6,8.1,2.21,0.36,0.18,79.44,42.16,94.17,1
2.56,72.06,4.9,6.97,2.34,0.39,0.2,79.44,42.16,94.17,2
2.97,72.06,5.92,7.75,2.58,0.36,0.25,79.44,42.16,94.17,3
4.24,72.06,6.06,9.56,2.96,0.49,0.26,79.44,42.16,94.17,4
4.4,72.06,6.47,8.33,2.11,0.55,0.24,79.44,42.16,94.17,5
7.21,72.06,8.32,11.12,1.83,0.51,0.3,79.44,42.16,94.17,6
7.61,72.06,9.3,12.71,2.82,0.56,0.21,79.44,42.16,94.17,7
6.5,72.06,8.56,15.3,3.73,0.42,0.28,79.44,42.16,94.17,8
5.55,72.06,7.02,11.76,3.16,0.46,0.2,79.44,42.16,94.17,9
5.4,72.06,7.12,11.41,2.32,0.38,0.22,79.44,42.16,94.17,10
4.29,72.06,6.39,10.53,3.62,0.29,0.19,79.44,42.16,94.17,11
4.04,72.06,6.48,8.36,2.11,0.38,0.29,79.44,42.16,94.17,12
1.66,30.62,2.78,3.51,2.52,0.46,0.2,355.38,46.09,336.81,1
1.68,30.62,2.72,3.17,2.12,0.49,0.26,355.38,46.09,336.81,2
2.11,30.62,3.32,3.79,1.71,0.56,0.29,355.38,46.09,336.81,3
2.13,30.62,3.46,3.72,1.29,0.45,0.22,355.38,46.09,336.81,4
2.57,30.62,3.66,6.32,3.98,0.44,0.19,355.38,46.09,336.81,5
1.68,30.62,3.41,3.65,1.71,0.34,0.14,355.38,46.09,336.81,6
0.62,30.62,2.83,3.93,2.87,0.32,0.05,355.38,46.09,336.81,7
0.66,30.62,2.63,4.9,3.61,0.15,0.05,355.38,46.09,336.81,8
1.41,30.62,3.33,4.18,2.3,0.44,0.08,355.38,46.09,336.81,9
2,30.62,3.5,4.05,1.5,0.47,0.21,355.38,46.09,336.81,10
2.28,30.62,3.18,3.25,1.91,0.4,0.32,355.38,46.09,336.81,11
2.1,30.62,3.66,5.51,3.8,0.56,0.29,355.38,46.09,336.81,12
2.92,73.37,7.04,8.85,1.39,0.42,0.18,37.81,42.47,17.52,1
2.79,73.37,7.19,11.22,2.95,0.45,0.22,37.81,42.47,17.52,2
3.08,73.37,8.17,11.53,3.05,0.48,0.22,37.81,42.47,17.52,3
3.31,73.37,7.96,9.86,1.66,0.57,0.19,37.81,42.47,17.52,4
3.12,73.37,4.89,6.14,2.35,0.59,0.26,37.81,42.47,17.52,5
5.12,73.37,5.74,8.22,2.4,0.62,0.28,37.81,42.47,17.52,6
6.07,73.37,6.3,10.5,3.31,0.61,0.27,37.81,42.47,17.52,7
4.97,73.37,5.99,11.34,3.2,0.46,0.27,37.81,42.47,17.52,8
5.8,73.37,7.33,12.26,3.52,0.45,0.27,37.81,42.47,17.52,9
5.37,73.37,8.35,11.46,2.11,0.52,0.25,37.81,42.47,17.52,10
3.15,73.37,6.12,7.63,2.6,0.43,0.22,37.81,42.47,17.52,11
3.74,73.37,6.45,8.98,3.83,0.54,0.29,37.81,42.47,17.52,12
6.08,71.19,8.25,15.75,3.6,0.26,0.21,6.14,30.63,0.8,1
4.88,71.19,5.82,8.63,2.5,0.22,0.2,6.14,30.63,0.8,2
8.01,71.19,10.4,19.86,2.88,0.47,0.17,6.14,30.63,0.8,3
7.33,71.19,13.39,27.95,4.04,0.38,0.14,6.14,30.63,0.8,4
8.31,71.19,13.28,20.11,3,0.49,0.1,6.14,30.63,0.8,5
5.28,71.19,6.4,9.27,2.6,0.47,0.17,6.14,30.63,0.8,6
6.73,71.19,7.15,11.45,2.88,0.49,0.2,6.14,30.63,0.8,7
8.72,71.19,12.41,19.3,2.93,0.49,0.17,6.14,30.63,0.8,8
5.74,71.19,8.12,14.38,2.52,0.35,0.12,6.14,30.63,0.8,9
4.85,71.19,10.91,18.39,2.39,0.41,0.11,6.14,30.63,0.8,10
4.02,71.19,8.96,15.28,2.18,0.28,0.12,6.14,30.63,0.8,11
7.09,71.19,10.86,19.76,2.91,0.46,0.21,6.14,30.63,0.8,12
1.22,8.82,3.69,4.3,1.29,0.3,0.06,271.73,34.77,308.35,1
1.46,8.82,3.77,4.83,1.6,0.31,0.07,271.73,34.77,308.35,2
0.66,8.82,3.98,4.51,0.82,0.25,0.03,271.73,34.77,308.35,3
0.41,8.82,4.77,5.45,0.82,0.38,0.02,271.73,34.77,308.35,4
0.1,8.82,1.37,0.93,0.27,0.2,0.01,271.73,34.77,308.35,5
0.12,8.82,2.67,3.05,0,0,0.01,271.73,34.77,308.35,6
1.88,8.82,4.88,7.14,1.85,0.17,0.05,271.73,34.77,308.35,7
1.64,8.82,6.81,8.11,1.43,0.32,0.05,271.73,34.77,308.35,8
0.78,8.82,3.72,7.16,2.54,0.23,0.03,271.73,34.77,308.35,9
0.64,8.82,2.49,2.54,1.81,0.4,0.03,271.73,34.77,308.35,10
0.54,8.82,3.58,4.19,1.04,0.62,0.02,271.73,34.77,308.35,11
1.36,8.82,4.34,7.07,2.01,0.37,0.07,271.73,34.77,308.35,12
6.38,88.34,8.42,15.07,3.48,0.46,0.25,116.22,31.4,180.44,1
6.06,88.34,8.17,12.59,1.86,0.48,0.21,116.22,31.4,180.44,2
8.34,88.34,11.39,21.65,3.51,0.41,0.22,116.22,31.4,180.44,3
10.56,88.34,10.85,20.55,4.04,0.38,0.24,116.22,31.4,180.44,4
9.48,88.34,10.97,18.07,2.59,0.47,0.23,116.22,31.4,180.44,5
6.36,88.34,7.78,12.37,2.46,0.43,0.19,116.22,31.4,180.44,6
7.97,88.34,7.43,12.45,2.61,0.38,0.26,116.22,31.4,180.44,7
5.16,88.34,9.53,20.52,5.26,0.5,0.23,116.22,31.4,180.44,8
7.66,88.34,7.25,12.16,1.95,0.46,0.19,116.22,31.4,180.44,9
6.74,88.34,9.38,24.47,4.53,0.54,0.21,116.22,31.4,180.44,10
7.31,88.34,7.81,13.33,2.72,0.37,0.26,116.22,31.4,180.44,11
8.29,88.34,10.15,17.3,2.42,0.5,0.27,116.22,31.4,180.44,12
2.86,64.17,5.24,10.58,3.08,0.52,0.15,51.82,27.74,42.78,1
1.68,64.17,3.24,7.22,5.47,0.4,0.19,51.82,27.74,42.78,2
6.18,64.17,8.22,13.65,2.58,0.48,0.13,51.82,27.74,42.78,3
4.71,64.17,6.33,11.05,2.97,0.45,0.13,51.82,27.74,42.78,4
11.98,64.17,15.37,24.53,2.14,0.41,0.13,51.82,27.74,42.78,5
6.27,64.17,8.22,25.48,7.26,0.51,0.14,51.82,27.74,42.78,6
7.43,64.17,10.95,21.53,3.67,0.56,0.15,51.82,27.74,42.78,7
4.97,64.17,6.43,9.32,2.24,0.56,0.14,51.82,27.74,42.78,8
